Obs	SALARIO_BASE	GASTO_EN_SAL
75040	" $22,577.02 "	 $23.55 
75041	" $40,032.04 "	 $29.04 
75042	" $19,052.75 "	 $25.86 
75043	" $22,777.07 "	 $21.09 
75044	" $43,905.36 "	 $16.62 
75045	" $29,877.88 "	 $25.40 
75046	" $30,273.80 "	 $25.74 
75047	" $35,432.08 "	 $30.71 
75048	" $23,423.90 "	 $26.69 
75049	" $51,451.63 "	 $36.23 
75050	" $29,012.36 "	 $28.83 
75051	" $19,066.34 "	 $16.22 
75052	" $18,658.31 "	 $20.66 
75053	" $28,518.97 "	 $24.19 
75054	" $26,592.99 "	 $20.85 
75055	" $25,203.63 "	 $26.08 
75056	" $31,714.87 "	 $24.18 
75057	" $38,325.09 "	 $33.13 
75058	" $32,993.98 "	 $34.25 
75059	" $39,580.34 "	 $25.79 
75060	" $55,593.62 "	 $26.11 
75061	" $21,279.46 "	 $28.68 
75062	" $22,335.93 "	 $27.08 
75063	" $14,720.27 "	 $21.47 
75064	" $21,252.68 "	 $25.46 
75065	" $30,876.70 "	 $22.58 
75066	" $27,343.98 "	 $29.85 
75067	" $23,485.06 "	 $24.41 
75068	" $21,858.84 "	 $19.07 
75069	" $14,691.40 "	 $25.01 
75070	" $19,642.55 "	 $26.83 
75071	" $40,260.85 "	 $29.59 
75072	" $14,594.91 "	 $27.64 
75073	" $39,680.70 "	 $26.83 
75074	" $24,707.37 "	 $21.35 
75075	" $18,651.06 "	 $32.41 
75076	" $42,083.75 "	 $18.44 
75077	" $23,852.69 "	 $26.72 
75078	" $32,703.02 "	 $23.64 
75079	" $20,795.84 "	 $27.11 
75080	" $27,173.94 "	 $31.08 
75081	" $7,702.69 "	 $17.11 
75082	" $37,153.13 "	 $21.58 
75083	" $19,972.55 "	 $20.72 
75084	" $21,734.95 "	 $27.33 
75085	" $24,193.88 "	 $28.57 
75086	" $24,985.71 "	 $23.73 
75087	" $21,250.66 "	 $20.17 
75088	" $20,940.73 "	 $25.51 
75089	" $24,014.01 "	 $29.58 
75090	" $29,586.23 "	 $19.87 
75091	" $26,608.07 "	 $21.88 
75092	" $21,987.44 "	 $24.96 
75093	" $25,996.32 "	 $15.47 
75094	" $60,969.21 "	 $22.72 
75095	" $27,102.69 "	 $17.16 
75096	" $35,543.42 "	 $22.08 
75097	" $16,961.38 "	 $22.22 
75098	" $25,069.53 "	 $30.32 
75099	" $34,721.35 "	 $18.75 
75100	" $41,012.37 "	 $32.42 
75101	" $29,548.20 "	 $24.05 
75102	" $17,947.93 "	 $31.82 
75103	" $24,169.23 "	 $22.88 
75104	" $32,045.64 "	 $27.14 
75105	" $19,911.88 "	 $27.19 
75106	" $27,520.72 "	 $21.54 
75107	" $13,795.63 "	 $22.87 
75108	" $24,759.10 "	 $22.13 
75109	" $22,811.38 "	 $30.32 
75110	" $14,431.12 "	 $24.34 
75111	" $8,887.54 "	 $21.20 
75112	" $29,905.58 "	 $25.26 
75113	" $42,808.67 "	 $25.42 
75114	" $33,785.68 "	 $17.23 
75115	" $25,427.26 "	 $28.02 
75116	" $27,366.84 "	 $35.09 
75117	" $26,579.06 "	 $23.28 
75118	" $38,563.87 "	 $28.39 
75119	" $14,987.81 "	 $25.24 
75120	" $50,681.29 "	 $36.60 
75121	" $23,806.84 "	 $32.84 
75122	" $16,240.09 "	 $32.03 
75123	" $42,555.54 "	 $18.50 
75124	" $31,940.88 "	 $29.85 
75125	" $21,260.86 "	 $27.04 
75126	" $27,116.35 "	 $28.96 
75127	" $67,992.08 "	 $19.90 
75128	" $25,944.09 "	 $31.60 
75129	" $41,965.12 "	 $26.07 
75130	" $18,861.98 "	 $33.04 
75131	" $13,180.63 "	 $26.40 
75132	" $47,188.51 "	 $28.35 
75133	" $20,198.84 "	 $26.83 
75134	" $31,314.95 "	 $26.05 
75135	" $28,019.77 "	 $32.31 
75136	" $23,920.01 "	 $33.65 
75137	" $28,309.87 "	 $29.54 
75138	" $46,558.41 "	 $25.65 
75139	" $32,463.88 "	 $27.22 
75140	" $22,301.84 "	 $32.26 
75141	" $30,447.23 "	 $19.25 
75142	" $16,332.95 "	 $25.72 
75143	" $32,941.95 "	 $22.53 
75144	" $17,308.93 "	 $29.32 
75145	" $71,660.24 "	 $26.65 
75146	" $49,592.49 "	 $21.57 
75147	" $38,775.86 "	 $25.07 
75148	" $39,185.35 "	 $21.50 
75149	" $41,004.62 "	 $26.40 
75150	" $33,458.12 "	 $30.96 
75151	" $21,421.70 "	 $25.79 
75152	" $21,590.20 "	 $29.71 
75153	" $33,564.09 "	 $15.31 
75154	" $18,673.21 "	 $28.05 
75155	" $61,425.76 "	 $20.43 
75156	" $26,495.95 "	 $31.44 
75157	" $25,760.52 "	 $30.55 
75158	" $51,762.27 "	 $22.54 
75159	" $32,524.10 "	 $32.68 
75160	" $18,517.19 "	 $23.52 
75161	" $61,715.26 "	 $30.83 
75162	" $29,413.82 "	 $25.29 
75163	" $29,846.13 "	 $19.36 
75164	" $21,320.05 "	 $25.70 
75165	" $26,961.65 "	 $36.26 
75166	" $37,204.49 "	 $20.43 
75167	" $57,976.50 "	 $17.31 
75168	" $22,490.67 "	 $21.48 
75169	" $20,176.27 "	 $22.25 
75170	" $14,740.02 "	 $21.65 
75171	" $17,505.91 "	 $30.81 
75172	" $23,364.32 "	 $28.44 
75173	" $16,632.80 "	 $24.08 
75174	" $18,235.19 "	 $23.82 
75175	" $19,032.83 "	 $19.50 
75176	" $12,340.03 "	 $26.05 
75177	" $23,443.30 "	 $25.94 
75178	" $56,671.14 "	 $34.34 
75179	" $20,027.27 "	 $28.43 
75180	" $22,500.67 "	 $12.43 
75181	" $26,339.68 "	 $35.51 
75182	" $19,116.21 "	 $24.05 
75183	" $15,768.96 "	 $19.05 
75184	" $11,874.13 "	 $25.74 
75185	" $40,691.11 "	 $22.99 
75186	" $38,674.38 "	 $21.43 
75187	" $28,423.21 "	 $26.15 
75188	" $69,675.21 "	 $29.83 
75189	" $37,538.33 "	 $31.23 
75190	" $43,687.23 "	 $24.47 
75191	" $33,114.20 "	 $23.49 
75192	" $23,555.21 "	 $29.69 
75193	" $28,707.01 "	 $33.22 
75194	" $19,406.27 "	 $27.79 
75195	" $32,974.42 "	 $26.48 
75196	" $21,704.60 "	 $20.31 
75197	" $11,510.72 "	 $33.37 
75198	" $19,194.28 "	 $15.74 
75199	" $13,478.06 "	 $20.56 
75200	" $28,614.93 "	 $26.09 
75201	" $25,807.84 "	 $31.29 
75202	" $28,252.71 "	 $25.67 
75203	" $32,600.91 "	 $27.44 
75204	" $41,266.45 "	 $31.91 
75205	" $22,226.97 "	 $19.99 
75206	" $48,303.89 "	 $28.58 
75207	" $28,530.27 "	 $18.44 
75208	" $24,566.15 "	 $19.74 
75209	" $32,756.82 "	 $24.59 
75210	" $17,298.51 "	 $25.42 
75211	" $74,303.56 "	 $21.34 
75212	" $29,251.61 "	 $20.84 
75213	" $30,663.35 "	 $24.68 
75214	" $32,132.13 "	 $27.10 
75215	" $22,045.15 "	 $28.07 
75216	" $23,620.19 "	 $27.59 
75217	" $22,879.95 "	 $30.52 
75218	" $43,122.38 "	 $29.03 
75219	" $22,983.94 "	 $27.82 
75220	" $12,156.11 "	 $28.98 
75221	" $19,739.05 "	 $20.70 
75222	" $12,959.13 "	 $26.92 
75223	" $14,317.34 "	 $30.23 
75224	" $16,247.13 "	 $21.56 
75225	" $65,573.50 "	 $12.76 
75226	" $24,067.76 "	 $27.09 
75227	" $38,905.88 "	 $27.97 
75228	" $18,879.25 "	 $22.66 
75229	" $36,321.33 "	 $16.69 
75230	" $23,949.14 "	 $20.37 
75231	" $20,506.46 "	 $32.11 
75232	" $43,105.07 "	 $21.14 
75233	" $32,161.69 "	 $18.31 
75234	" $18,863.11 "	 $20.31 
75235	" $37,651.01 "	 $37.39 
75236	" $39,045.60 "	 $28.06 
75237	" $20,545.35 "	 $24.32 
75238	" $22,592.56 "	 $30.24 
75239	" $16,417.43 "	 $20.86 
75240	" $26,727.60 "	 $26.81 
75241	" $20,714.30 "	 $25.72 
75242	" $20,762.28 "	 $26.33 
75243	" $23,969.84 "	 $18.83 
75244	" $24,325.05 "	 $27.70 
75245	" $28,651.81 "	 $27.98 
75246	" $37,193.09 "	 $31.72 
75247	" $12,259.09 "	 $26.27 
75248	" $21,627.04 "	 $17.74 
75249	" $30,035.57 "	 $25.87 
75250	" $16,651.44 "	 $21.27 
75251	" $11,923.69 "	 $22.19 
75252	" $15,926.22 "	 $26.77 
75253	" $22,400.80 "	 $21.75 
75254	" $28,706.09 "	 $30.80 
75255	" $31,666.62 "	 $31.18 
75256	" $21,392.45 "	 $21.81 
75257	" $13,864.02 "	 $30.85 
75258	" $24,069.36 "	 $21.85 
75259	" $38,221.84 "	 $27.61 
75260	" $21,316.75 "	 $18.61 
75261	" $32,098.67 "	 $22.27 
75262	" $29,409.44 "	 $22.22 
75263	" $26,850.09 "	 $17.83 
75264	" $20,102.35 "	 $25.39 
75265	" $12,023.65 "	 $28.72 
75266	" $26,253.38 "	 $22.36 
75267	" $33,389.18 "	 $28.44 
75268	" $25,594.04 "	 $21.06 
75269	" $24,535.99 "	 $16.96 
75270	" $25,089.59 "	 $23.40 
75271	" $30,949.37 "	 $24.43 
75272	" $38,632.99 "	 $36.05 
75273	" $23,166.00 "	 $26.70 
75274	" $17,273.67 "	 $21.11 
75275	" $25,390.45 "	 $33.43 
75276	" $19,311.90 "	 $35.53 
75277	" $18,554.24 "	 $20.36 
75278	" $31,341.77 "	 $22.18 
75279	" $33,777.03 "	 $26.29 
75280	" $53,454.75 "	 $19.60 
75281	" $26,540.08 "	 $17.62 
75282	" $23,512.51 "	 $20.95 
75283	" $22,943.37 "	 $23.69 
75284	" $24,376.87 "	 $32.05 
75285	" $19,904.24 "	 $18.90 
75286	" $25,593.57 "	 $24.52 
75287	" $20,810.77 "	 $24.22 
75288	" $40,374.07 "	 $28.89 
75289	" $32,764.95 "	 $27.40 
75290	" $40,932.43 "	 $20.91 
75291	" $36,227.29 "	 $21.58 
75292	" $21,960.23 "	 $26.07 
75293	" $19,839.55 "	 $21.94 
75294	" $16,965.69 "	 $39.43 
75295	" $21,361.50 "	 $37.18 
75296	" $24,405.26 "	 $24.21 
75297	" $22,644.61 "	 $26.71 
75298	" $42,590.37 "	 $24.75 
75299	" $27,460.66 "	 $23.62 
75300	" $33,334.61 "	 $21.55 
75301	" $18,200.93 "	 $22.48 
75302	" $25,373.12 "	 $22.81 
75303	" $46,057.24 "	 $25.50 
75304	" $22,027.61 "	 $28.07 
75305	" $21,096.10 "	 $19.25 
75306	" $26,003.35 "	 $23.43 
75307	" $40,255.13 "	 $29.33 
75308	" $23,331.97 "	 $29.12 
75309	" $26,121.52 "	 $23.69 
75310	" $36,238.20 "	 $29.37 
75311	" $18,402.38 "	 $22.20 
75312	" $41,485.24 "	 $26.80 
75313	" $30,175.67 "	 $20.57 
75314	" $20,467.43 "	 $23.97 
75315	" $30,617.47 "	 $32.31 
75316	" $18,392.69 "	 $24.37 
75317	" $20,286.79 "	 $21.83 
75318	" $36,554.28 "	 $29.25 
75319	" $33,250.88 "	 $28.63 
75320	" $41,402.43 "	 $29.59 
75321	" $36,707.37 "	 $26.36 
75322	" $20,568.49 "	 $37.49 
75323	" $53,119.91 "	 $12.52 
75324	" $39,728.97 "	 $18.79 
75325	" $18,606.87 "	 $28.94 
75326	" $22,093.65 "	 $25.78 
75327	" $36,444.70 "	 $23.06 
75328	" $16,893.60 "	 $29.62 
75329	" $23,459.22 "	 $15.92 
75330	" $25,113.73 "	 $23.68 
75331	" $30,773.14 "	 $23.53 
75332	" $33,937.59 "	 $23.63 
75333	" $24,559.02 "	 $16.77 
75334	" $24,568.00 "	 $26.50 
75335	" $35,819.55 "	 $22.52 
75336	" $59,101.50 "	 $27.77 
75337	" $27,870.59 "	 $20.58 
75338	" $42,602.28 "	 $20.22 
75339	" $29,297.98 "	 $24.30 
75340	" $25,160.61 "	 $26.62 
75341	" $15,032.02 "	 $22.67 
75342	" $17,943.81 "	 $22.12 
75343	" $12,635.92 "	 $18.59 
75344	" $56,060.39 "	 $22.78 
75345	" $27,384.85 "	 $33.96 
75346	" $53,449.50 "	 $29.38 
75347	" $26,859.41 "	 $26.18 
75348	" $23,915.86 "	 $25.47 
75349	" $55,748.96 "	 $28.13 
75350	" $18,631.46 "	 $23.84 
75351	" $22,937.73 "	 $28.20 
75352	" $18,700.41 "	 $27.95 
75353	" $16,614.77 "	 $20.63 
75354	" $56,033.33 "	 $20.71 
75355	" $20,584.51 "	 $21.68 
75356	" $66,104.54 "	 $26.42 
75357	" $20,981.07 "	 $24.96 
75358	" $48,901.42 "	 $27.28 
75359	" $51,740.89 "	 $16.45 
75360	" $29,954.61 "	 $19.36 
75361	" $22,736.68 "	 $26.49 
75362	" $13,200.46 "	 $22.95 
75363	" $41,772.21 "	 $20.34 
75364	" $20,111.74 "	 $28.65 
75365	" $18,772.80 "	 $22.15 
75366	" $27,392.61 "	 $23.95 
75367	" $32,262.78 "	 $23.16 
75368	" $31,731.70 "	 $20.42 
75369	" $29,335.69 "	 $20.23 
75370	" $28,444.80 "	 $23.54 
75371	" $30,523.03 "	 $14.24 
75372	" $15,625.71 "	 $24.49 
75373	" $25,119.40 "	 $29.13 
75374	" $30,960.22 "	 $22.67 
75375	" $19,717.75 "	 $25.42 
75376	" $21,555.79 "	 $21.42 
75377	" $32,649.27 "	 $13.71 
75378	" $12,820.78 "	 $27.11 
75379	" $19,480.41 "	 $23.84 
75380	" $38,274.27 "	 $19.77 
75381	" $32,068.18 "	 $18.56 
75382	" $10,324.55 "	 $25.23 
75383	" $20,020.52 "	 $22.88 
75384	" $14,496.19 "	 $23.63 
75385	" $62,109.95 "	 $19.50 
75386	" $36,603.37 "	 $24.96 
75387	" $32,604.26 "	 $28.87 
75388	" $35,901.78 "	 $22.34 
75389	" $69,953.20 "	 $35.35 
75390	" $19,500.20 "	 $23.59 
75391	" $42,599.05 "	 $25.79 
75392	" $9,734.59 "	 $23.86 
75393	" $18,742.35 "	 $24.00 
75394	" $49,370.91 "	 $21.90 
75395	" $20,319.94 "	 $20.64 
75396	" $59,952.64 "	 $32.21 
75397	" $25,370.75 "	 $18.44 
75398	" $25,411.01 "	 $26.09 
75399	" $26,260.44 "	 $36.84 
75400	" $18,854.30 "	 $20.46 
75401	" $29,018.03 "	 $27.64 
75402	" $23,868.87 "	 $23.41 
75403	" $35,061.28 "	 $13.02 
75404	" $29,030.00 "	 $26.39 
75405	" $29,637.85 "	 $21.43 
75406	" $19,247.90 "	 $20.35 
75407	" $17,542.17 "	 $19.02 
75408	" $29,771.93 "	 $30.47 
75409	" $48,798.48 "	 $11.52 
75410	" $26,680.39 "	 $39.71 
75411	" $38,191.40 "	 $33.05 
75412	" $15,511.10 "	 $25.84 
75413	" $24,948.68 "	 $24.28 
75414	" $20,232.47 "	 $24.49 
75415	" $39,073.65 "	 $31.28 
75416	" $50,107.45 "	 $22.80 
75417	" $21,369.76 "	 $25.62 
75418	" $21,922.92 "	 $26.70 
75419	" $35,373.09 "	 $19.15 
75420	" $27,795.61 "	 $20.68 
75421	" $30,487.10 "	 $36.32 
75422	" $24,067.23 "	 $18.83 
75423	" $59,849.69 "	 $32.82 
75424	" $28,492.37 "	 $20.78 
75425	" $30,980.86 "	 $30.38 
75426	" $30,678.79 "	 $25.72 
75427	" $66,300.05 "	 $28.35 
75428	" $23,872.54 "	 $15.22 
75429	" $27,452.77 "	 $23.20 
75430	" $26,744.71 "	 $25.80 
75431	" $31,750.76 "	 $29.80 
75432	" $48,524.65 "	 $22.76 
75433	" $35,108.76 "	 $27.04 
75434	" $47,158.76 "	 $30.20 
75435	" $32,341.68 "	 $25.51 
75436	" $28,809.59 "	 $20.82 
75437	" $33,324.02 "	 $26.38 
75438	" $19,643.12 "	 $32.16 
75439	" $27,062.27 "	 $27.74 
75440	" $35,699.27 "	 $27.05 
75441	" $34,800.56 "	 $16.70 
75442	" $11,998.28 "	 $16.58 
75443	" $38,056.62 "	 $21.75 
75444	" $28,788.81 "	 $33.41 
75445	" $57,827.63 "	 $28.59 
75446	" $38,082.71 "	 $19.80 
75447	" $35,403.97 "	 $32.74 
75448	" $60,154.76 "	 $31.22 
75449	" $35,519.74 "	 $29.77 
75450	" $38,586.04 "	 $21.90 
75451	" $19,957.31 "	 $28.26 
75452	" $26,742.64 "	 $28.93 
75453	" $33,036.98 "	 $24.80 
75454	" $26,721.44 "	 $17.50 
75455	" $50,703.90 "	 $25.93 
75456	" $26,854.11 "	 $26.83 
75457	" $33,155.37 "	 $22.42 
75458	" $35,629.48 "	 $24.98 
75459	" $23,640.20 "	 $22.30 
75460	" $39,234.54 "	 $21.16 
75461	" $33,119.48 "	 $30.29 
75462	" $27,063.24 "	 $26.83 
75463	" $20,753.94 "	 $27.46 
75464	" $27,602.28 "	 $21.38 
75465	" $64,043.79 "	 $28.91 
75466	" $34,625.31 "	 $25.98 
75467	" $19,130.88 "	 $32.29 
75468	" $19,082.40 "	 $29.10 
75469	" $31,458.55 "	 $21.43 
75470	" $19,132.51 "	 $27.00 
75471	" $27,438.35 "	 $25.52 
75472	" $34,769.96 "	 $18.16 
75473	" $31,520.12 "	 $19.54 
75474	" $33,005.93 "	 $22.12 
75475	" $35,793.95 "	 $23.55 
75476	" $9,810.06 "	 $21.14 
75477	" $21,906.67 "	 $31.02 
75478	" $24,117.22 "	 $27.95 
75479	" $30,704.37 "	 $28.99 
75480	" $30,313.58 "	 $31.93 
75481	" $24,899.62 "	 $21.01 
75482	" $30,228.11 "	 $31.43 
75483	" $29,490.86 "	 $25.74 
75484	" $38,803.58 "	 $35.17 
75485	" $33,683.78 "	 $21.70 
75486	" $14,945.45 "	 $22.18 
75487	" $22,270.70 "	 $21.31 
75488	" $49,642.98 "	 $23.15 
75489	" $15,617.86 "	 $24.18 
75490	" $48,666.16 "	 $26.31 
75491	" $21,306.94 "	 $28.10 
75492	" $45,193.31 "	 $26.84 
75493	" $14,411.94 "	 $23.63 
75494	" $20,287.27 "	 $37.07 
75495	" $14,873.92 "	 $24.62 
75496	" $31,461.76 "	 $20.78 
75497	" $31,446.39 "	 $33.18 
75498	" $15,126.27 "	 $21.02 
75499	" $18,375.19 "	 $28.84 
75500	" $32,614.83 "	 $26.84 
75501	" $55,796.68 "	 $22.27 
75502	" $11,445.53 "	 $23.44 
75503	" $25,389.42 "	 $22.65 
75504	" $29,862.61 "	 $22.56 
75505	" $30,073.35 "	 $27.08 
75506	" $64,515.97 "	 $21.35 
75507	" $40,202.74 "	 $29.34 
75508	" $22,729.55 "	 $21.91 
75509	" $41,999.27 "	 $20.38 
75510	" $18,039.21 "	 $20.20 
75511	" $32,516.68 "	 $21.15 
75512	" $12,696.63 "	 $27.46 
75513	" $27,538.06 "	 $24.05 
75514	" $10,723.36 "	 $25.85 
75515	" $18,612.08 "	 $21.06 
75516	" $37,411.23 "	 $25.73 
75517	" $22,843.72 "	 $20.39 
75518	" $26,076.80 "	 $22.46 
75519	" $25,951.86 "	 $18.60 
75520	" $26,426.74 "	 $28.56 
75521	" $27,086.10 "	 $21.28 
75522	" $10,477.31 "	 $18.69 
75523	" $18,741.65 "	 $29.34 
75524	" $47,555.77 "	 $23.65 
75525	" $25,084.96 "	 $26.09 
75526	" $40,092.63 "	 $20.42 
75527	" $24,696.37 "	 $26.09 
75528	" $17,629.87 "	 $19.40 
75529	" $36,577.83 "	 $22.21 
75530	" $39,609.83 "	 $18.40 
75531	" $20,496.87 "	 $28.42 
75532	" $22,192.82 "	 $19.08 
75533	" $17,573.29 "	 $14.67 
75534	" $21,075.93 "	 $19.65 
75535	" $8,604.58 "	 $17.96 
75536	" $24,648.45 "	 $14.31 
75537	" $26,036.24 "	 $20.95 
75538	" $17,367.17 "	 $12.87 
75539	" $24,524.76 "	 $19.86 
75540	" $28,807.78 "	 $27.44 
75541	" $48,138.79 "	 $28.32 
75542	" $28,339.04 "	 $20.21 
75543	" $10,983.99 "	 $19.31 
75544	" $21,521.83 "	 $22.77 
75545	" $39,152.63 "	 $23.56 
75546	" $23,327.34 "	 $30.96 
75547	" $14,374.73 "	 $27.16 
75548	" $30,744.23 "	 $31.98 
75549	" $43,936.72 "	 $19.97 
75550	" $22,643.64 "	 $34.30 
75551	" $26,964.76 "	 $18.09 
75552	" $32,734.63 "	 $23.35 
75553	" $14,702.03 "	 $23.08 
75554	" $39,232.64 "	 $26.80 
75555	" $31,911.34 "	 $24.21 
75556	" $29,760.10 "	 $15.97 
75557	" $26,735.43 "	 $22.63 
75558	" $19,622.45 "	 $22.05 
75559	" $23,103.79 "	 $30.25 
75560	" $27,478.75 "	 $21.61 
75561	" $28,729.55 "	 $27.82 
75562	" $59,806.17 "	 $26.79 
75563	" $31,241.41 "	 $26.90 
75564	" $31,145.50 "	 $23.13 
75565	" $42,920.85 "	 $35.96 
75566	" $28,448.77 "	 $29.18 
75567	" $19,929.41 "	 $26.15 
75568	" $25,961.32 "	 $29.57 
75569	" $29,082.04 "	 $24.49 
75570	" $37,843.84 "	 $27.83 
75571	" $22,884.89 "	 $23.08 
75572	" $25,942.70 "	 $21.42 
75573	" $21,487.09 "	 $27.67 
75574	" $36,930.07 "	 $23.24 
75575	" $12,016.12 "	 $36.80 
75576	" $27,339.82 "	 $29.53 
75577	" $24,904.00 "	 $20.61 
75578	" $27,392.51 "	 $18.79 
75579	" $30,134.84 "	 $27.13 
75580	" $18,493.59 "	 $29.12 
75581	" $48,388.48 "	 $27.86 
75582	" $35,598.67 "	 $22.65 
75583	" $40,975.02 "	 $24.57 
75584	" $17,056.06 "	 $18.73 
75585	" $18,998.96 "	 $18.20 
75586	" $46,047.41 "	 $27.12 
75587	" $31,245.93 "	 $21.10 
75588	" $25,535.40 "	 $13.97 
75589	" $65,942.32 "	 $20.23 
75590	" $35,026.02 "	 $22.64 
75591	" $39,364.98 "	 $21.29 
75592	" $41,431.02 "	 $17.41 
75593	" $27,218.72 "	 $28.61 
75594	" $24,826.96 "	 $22.94 
75595	" $15,382.78 "	 $28.08 
75596	" $32,288.21 "	 $34.73 
75597	" $28,636.33 "	 $33.50 
75598	" $27,542.45 "	 $21.27 
75599	" $37,482.13 "	 $20.20 
75600	" $30,940.40 "	 $13.09 
75601	" $24,984.88 "	 $16.69 
75602	" $59,743.90 "	 $20.30 
75603	" $25,522.83 "	 $24.13 
75604	" $14,654.19 "	 $29.14 
75605	" $47,488.52 "	 $26.94 
75606	" $23,586.19 "	 $18.84 
75607	" $21,371.99 "	 $20.71 
75608	" $50,559.35 "	 $26.22 
75609	" $12,121.22 "	 $20.99 
75610	" $14,506.84 "	 $29.62 
75611	" $26,588.28 "	 $28.53 
75612	" $23,228.60 "	 $18.99 
75613	" $41,068.40 "	 $27.24 
75614	" $41,350.79 "	 $30.99 
75615	" $28,285.21 "	 $21.91 
75616	" $20,918.44 "	 $33.54 
75617	" $23,393.50 "	 $29.20 
75618	" $23,494.67 "	 $34.04 
75619	" $31,639.94 "	 $29.61 
75620	" $25,937.29 "	 $23.78 
75621	" $46,689.99 "	 $20.27 
75622	" $29,381.59 "	 $29.18 
75623	" $16,872.79 "	 $24.00 
75624	" $19,531.77 "	 $31.04 
75625	" $28,565.29 "	 $29.30 
75626	" $26,632.80 "	 $19.65 
75627	" $46,840.31 "	 $23.29 
75628	" $19,544.53 "	 $24.77 
75629	" $33,485.97 "	 $26.00 
75630	" $36,332.21 "	 $24.77 
75631	" $38,680.09 "	 $32.60 
75632	" $24,967.79 "	 $23.88 
75633	" $16,395.29 "	 $23.53 
75634	" $14,597.92 "	 $25.34 
75635	" $28,003.80 "	 $21.59 
75636	" $39,878.85 "	 $16.75 
75637	" $36,204.03 "	 $17.25 
75638	" $22,807.37 "	 $24.78 
75639	" $24,147.48 "	 $32.82 
75640	" $19,560.80 "	 $21.64 
75641	" $16,211.21 "	 $23.17 
75642	" $29,706.65 "	 $22.28 
75643	" $14,262.64 "	 $13.11 
75644	" $33,415.78 "	 $28.53 
75645	" $16,821.24 "	 $24.83 
75646	" $26,198.14 "	 $27.29 
75647	" $28,860.41 "	 $21.97 
75648	" $23,461.27 "	 $34.87 
75649	" $53,471.58 "	 $36.09 
75650	" $16,854.89 "	 $18.09 
75651	" $18,981.22 "	 $20.85 
75652	" $13,098.61 "	 $27.08 
75653	" $27,834.72 "	 $29.58 
75654	" $29,449.63 "	 $16.75 
75655	" $24,286.40 "	 $17.10 
75656	" $20,458.48 "	 $26.40 
75657	" $23,930.98 "	 $25.69 
75658	" $22,423.97 "	 $26.14 
75659	" $34,794.11 "	 $25.57 
75660	" $39,226.01 "	 $26.04 
75661	" $44,409.47 "	 $25.26 
75662	" $44,711.12 "	 $27.25 
75663	" $25,281.27 "	 $29.50 
75664	" $14,657.32 "	 $33.58 
75665	" $12,781.33 "	 $32.76 
75666	" $44,401.97 "	 $28.96 
75667	" $35,186.18 "	 $25.74 
75668	" $45,366.93 "	 $25.82 
75669	" $27,857.45 "	 $29.88 
75670	" $20,546.06 "	 $17.96 
75671	" $35,631.28 "	 $22.20 
75672	" $17,020.07 "	 $21.00 
75673	" $24,412.91 "	 $27.75 
75674	" $27,851.85 "	 $27.05 
75675	" $47,558.32 "	 $26.00 
75676	" $21,625.06 "	 $23.72 
75677	" $42,794.59 "	 $23.68 
75678	" $34,312.16 "	 $31.07 
75679	" $19,654.29 "	 $30.74 
75680	" $29,241.63 "	 $20.97 
75681	" $33,730.32 "	 $26.74 
75682	" $24,228.95 "	 $28.32 
75683	" $45,918.96 "	 $19.76 
75684	" $38,129.73 "	 $26.32 
75685	" $43,414.64 "	 $20.30 
75686	" $30,417.81 "	 $25.27 
75687	" $13,789.44 "	 $28.26 
75688	" $11,751.90 "	 $27.53 
75689	" $16,513.84 "	 $36.32 
75690	" $24,735.41 "	 $22.26 
75691	" $23,354.55 "	 $31.30 
75692	" $22,003.21 "	 $26.48 
75693	" $27,669.23 "	 $25.69 
75694	" $17,407.20 "	 $30.89 
75695	" $41,920.86 "	 $24.01 
75696	" $26,331.68 "	 $22.85 
75697	" $38,851.53 "	 $34.68 
75698	" $22,080.43 "	 $21.82 
75699	" $17,090.00 "	 $23.89 
75700	" $26,765.41 "	 $24.56 
75701	" $33,838.04 "	 $23.43 
75702	" $21,093.50 "	 $36.30 
75703	" $39,516.86 "	 $32.07 
75704	" $12,980.65 "	 $21.85 
75705	" $36,538.65 "	 $36.09 
75706	" $14,402.35 "	 $25.13 
75707	" $30,530.19 "	 $18.69 
75708	" $30,844.77 "	 $32.04 
75709	" $19,031.24 "	 $28.64 
75710	" $30,802.62 "	 $29.85 
75711	" $23,911.30 "	 $15.58 
75712	" $25,540.19 "	 $23.45 
75713	" $23,845.76 "	 $24.14 
75714	" $19,675.64 "	 $22.49 
75715	" $17,892.57 "	 $26.00 
75716	" $31,156.83 "	 $33.89 
75717	" $40,058.34 "	 $16.30 
75718	" $11,834.77 "	 $18.72 
75719	" $24,339.43 "	 $25.79 
75720	" $37,108.12 "	 $34.17 
75721	" $27,013.41 "	 $30.69 
75722	" $27,895.13 "	 $35.06 
75723	" $25,155.15 "	 $35.21 
75724	" $27,824.19 "	 $27.03 
75725	" $27,893.20 "	 $28.10 
75726	" $23,076.54 "	 $21.26 
75727	" $40,622.18 "	 $25.23 
75728	" $17,190.46 "	 $25.33 
75729	" $35,732.55 "	 $27.94 
75730	" $23,744.87 "	 $24.84 
75731	" $39,360.61 "	 $24.61 
75732	" $30,672.37 "	 $16.81 
75733	" $33,237.10 "	 $26.42 
75734	" $56,271.90 "	 $18.87 
75735	" $29,743.66 "	 $26.53 
75736	" $46,340.78 "	 $34.81 
75737	" $25,896.36 "	 $25.77 
