Obs	HORAS_ESCANEANDO	ARTICULOS_ESCANEADOS
68907	24.42	366.57
68908	21.39	329.66
68909	42.72	648.15
68910	101.35	1529.61
68911	46.24	697.51
68912	18.36	270.64
68913	12.37	182.18
68914	20.72	315.14
68915	41.34	618.24
68916	43.8	657.75
68917	24	360.96
68918	25.98	396.99
68919	27.63	410.87
68920	9.83	145.7
68921	22.14	333.47
68922	48.65	729.81
68923	5.99	95.93
68924	15.98	239.53
68925	11.44	166.59
68926	14.32	218.22
68927	34.83	514.98
68928	30.47	451.22
68929	34.92	522.19
68930	28.22	419.09
68931	59.41	888.51
68932	33.07	491.94
68933	25.13	379.52
68934	21.24	319.52
68935	24.26	359.75
68936	53.2	803.29
68937	20.72	305.9
68938	9.05	144.76
68939	16.25	245.29
68940	21.61	323.54
68941	44.78	676.76
68942	9.93	150.82
68943	47.99	720.56
68944	31.8	478.26
68945	24.4	378.46
68946	38.61	575.26
68947	33.09	493.05
68948	17.48	262.51
68949	12.12	179.42
68950	36.29	545.27
68951	19.08	287.14
68952	21.21	314.33
68953	52.96	795.33
68954	13.11	197.92
68955	28.72	426.8
68956	17.56	273.12
68957	28.33	427.7
68958	35.56	537.79
68959	11.7	176.41
68960	10.55	159.45
68961	14.41	211.66
68962	5.23	71.5
68963	14.77	225.62
68964	20.12	307.59
68965	18.93	284.12
68966	20.01	307.72
68967	50.01	750.28
68968	13.83	212.04
68969	98.8	1476.57
68970	61.49	917.68
68971	29.68	444.06
68972	32.82	493
68973	19.52	289.17
68974	22.6	333.66
68975	11.21	170.41
68976	11.29	168.04
68977	54.56	818.77
68978	11.31	171.22
68979	23.55	350.81
68980	16.96	246.75
68981	32.85	483.7
68982	17.66	260.48
68983	11.62	175.63
68984	27.79	416.18
68985	18	270.18
68986	10.75	154.13
68987	33.26	495.82
68988	40.81	611.65
68989	15.98	237.52
68990	7.3	106.05
68991	51.7	779.4
68992	7.81	115.49
68993	15.57	242.16
68994	45.7	673.09
68995	9.94	139.92
68996	20.86	311.25
68997	16.73	243.59
68998	30.82	465.9
68999	81.13	1213.39
69000	21.65	324
69001	11.84	180.81
69002	13.26	201.54
69003	17.67	264.89
69004	19.42	292.75
69005	14.67	223.31
69006	22.72	337.38
69007	10.53	148.29
69008	16.63	247.06
69009	49.3	746.81
69010	26.25	398.94
69011	8.58	127.04
69012	4.82	75.91
69013	25.49	384.45
69014	17.08	269.81
69015	34.22	509.11
69016	8.43	128.06
69017	16.45	238.08
69018	13.15	198.16
69019	15.79	237.08
69020	13.38	197.96
69021	19.93	303.55
69022	9.99	150.54
69023	14.34	212.84
69024	24.27	359.89
69025	36.53	546.32
69026	20.98	317.63
69027	18.34	280.29
69028	15.17	231.03
69029	13.04	197.47
69030	31.47	468.59
69031	23.4	355.56
69032	21.33	325.32
69033	29.44	440.23
69034	11.37	166.83
69035	19.5	292.69
69036	13.76	199.1
69037	23.47	349.14
69038	30.55	467.44
69039	8.87	133.28
69040	17.72	258.69
69041	32.22	489.93
69042	8.26	125.61
69043	34.95	518.99
69044	20.34	304.71
69045	13.72	202.47
69046	14.81	215.28
69047	30.16	460.71
69048	33.19	496.95
69049	24.82	371.57
69050	13.82	202.57
69051	24.39	363.46
69052	31.87	471.17
69053	13.62	203.84
69054	5.33	83.2
69055	25.01	371.08
69056	36.78	551.27
69057	35.17	524.62
69058	15.07	231.88
69059	55.73	843.23
69060	23.01	338.77
69061	32.56	493.1
69062	6.33	96.93
69063	12.71	186.75
69064	10.92	168.36
69065	26.09	380.53
69066	39.43	578.43
69067	19.64	305.2
69068	20.76	318.47
69069	18.9	283.04
69070	26.18	396.56
69071	24.71	368.12
69072	29.36	452.11
69073	15.79	244.4
69074	27.88	417.05
69075	41.92	634.17
69076	21.6	321.63
69077	10.44	160.31
69078	43.2	642.08
69079	14.76	218.6
69080	18.38	274.13
69081	42.05	636.59
69082	25.57	392.97
69083	58.03	869.82
69084	9.47	139.42
69085	14.54	223.43
69086	11.02	162.18
69087	9.64	143.47
69088	12.64	193.85
69089	18.23	262.9
69090	12.74	184.65
69091	19.61	295.83
69092	9.58	150.3
69093	8.08	127.67
69094	10	147.09
69095	35.15	517.44
69096	30.67	458.52
69097	19.98	304.9
69098	6.85	104.66
69099	14.49	219.24
69100	9.06	139.99
69101	38.91	580.63
69102	14.84	226.09
69103	6.2	96.91
69104	14.99	221.63
69105	17.69	269.3
69106	15.26	235.38
69107	6.82	96.85
69108	25.34	380.72
69109	7.29	112.62
69110	10.99	162.26
69111	7.34	119.1
69112	40.4	607.35
69113	20.42	310.11
69114	11.16	171.77
69115	22.65	334.67
69116	16.88	240.44
69117	32.69	489.47
69118	14.6	225.36
69119	46.68	698.37
69120	20.12	294.19
69121	9.56	141.14
69122	56.25	846.39
69123	48.28	724.74
69124	9.26	138.51
69125	34.32	516.05
69126	22.46	339.74
69127	53.93	804.83
69128	35.11	517.55
69129	28.94	433.5
69130	24.99	385.26
69131	28.11	418.27
69132	24.28	357.14
69133	30.38	455.81
69134	22.64	336.82
69135	13.29	209.94
69136	14.31	209.46
69137	11.1	164.39
69138	38.56	573.66
69139	20.04	305.49
69140	19.22	285.32
69141	14.32	213.5
69142	26.7	392.62
69143	9.42	141.51
69144	55.54	829.08
69145	48.39	726.62
69146	17.14	256.19
69147	16.37	246.3
69148	28.68	423.82
69149	14.29	221.69
69150	41.97	632.26
69151	22.44	344.83
69152	12.99	200.28
69153	10.81	160.5
69154	16.2	244.81
69155	20.81	309.74
69156	14.6	221.29
69157	19.6	286.67
69158	14.82	227.38
69159	29.95	450.81
69160	26.72	398.09
69161	18.11	270.35
69162	12.65	201.16
69163	36	542.89
69164	8.84	132.7
69165	36.02	537.04
69166	35.01	527.14
69167	18.3	272.79
69168	10.83	155.19
69169	13.14	187.01
69170	28.59	427.69
69171	11.19	161.86
69172	18.51	285.26
69173	27.57	405.95
69174	16.74	249.01
69175	22.61	334.6
69176	48.42	716.34
69177	70.55	1050.76
69178	5.97	96.47
69179	11.42	169.99
69180	14.02	215.39
69181	22.48	339.01
69182	17.28	260.17
69183	6.97	114.23
69184	29.17	430.73
69185	58.03	876.96
69186	30.82	463.94
69187	16.11	242.25
69188	49.45	732.65
69189	40.09	611.45
69190	20.61	313.11
69191	27.97	425.31
69192	34.22	506.03
69193	13.96	199.57
69194	27.92	420.08
69195	51.36	777.87
69196	28.41	423.74
69197	17.67	270.81
69198	7.49	118.11
69199	41.86	624.12
69200	51.8	779.62
69201	27.38	412.45
69202	13.9	212.5
69203	7.61	113.61
69204	19.15	288.56
69205	14.15	218.74
69206	13.67	208.52
69207	50.31	757.16
69208	31.04	467.16
69209	12.26	187.54
69210	24.37	366.98
69211	49.52	747.38
69212	14.69	224.83
69213	14.27	210.58
69214	17.29	255.18
69215	18.09	269.83
69216	9.31	131.04
69217	11.4	164.89
69218	12.09	184.42
69219	24.77	376.21
69220	32.6	493.19
69221	12.78	187.74
69222	17.04	259.2
69223	23.08	348.21
69224	13.98	208.05
69225	3.4	53.7
69226	35.27	536.78
69227	33.3	499.62
69228	6.32	93.31
69229	39.24	589.93
69230	22.4	327.81
69231	35.87	537.68
69232	19.72	307.06
69233	70.78	1062.06
69234	46.38	692.06
69235	28.35	422.17
69236	58.48	880.27
69237	16.45	240.1
69238	33.12	498.55
69239	15.56	230.14
69240	17.33	264.18
69241	12.97	196.2
69242	16.08	238.62
69243	28.5	430.44
69244	8.94	136.87
69245	25.26	376.79
69246	21.99	335.47
69247	84.48	1266.26
69248	14.45	210.78
69249	18.95	281.74
69250	8.97	141.55
69251	12.53	185.26
69252	17.9	263.06
69253	22.75	345.59
69254	27.32	411.29
69255	12.3	185.09
69256	16.63	245.01
69257	24.75	370.94
69258	11	170.5
69259	24.48	361.43
69260	37.28	559.54
69261	14.76	218.75
69262	20.3	303.71
69263	17.55	269.29
69264	57.83	871.45
69265	11.88	175.42
69266	35.74	540.71
69267	19.51	293.52
69268	10.29	150.42
69269	14.95	219.89
69270	35.73	541.44
69271	19.12	290.41
69272	11.85	174.04
69273	25.76	389.74
69274	18.88	286.85
69275	24.47	369.97
69276	42.19	640.54
69277	39.82	596.59
69278	23.39	354.6
69279	13.9	208.51
69280	15.27	234.71
69281	11.83	180.05
69282	51.18	769.04
69283	8.81	128.91
69284	18.26	278.71
69285	39.3	589.03
69286	16.54	251.37
69287	9.08	138.94
69288	32.48	494.9
69289	18.19	270.17
69290	68.6	1025.51
69291	23.14	356.77
69292	8.54	132.25
69293	28.74	425.72
69294	11.75	177.32
69295	10.67	156.39
69296	18.55	281.89
69297	7.97	120.92
69298	24.15	363.42
69299	10.18	145.26
69300	12.58	184.34
69301	21.01	315.82
69302	15.93	238.64
69303	25.26	378.22
69304	30.11	449.5
69305	45.78	692.28
69306	18.91	280.56
69307	16.9	248.56
69308	17.79	270.51
69309	8	122.78
69310	10.33	144.49
69311	13.85	204.82
69312	51.61	779.65
69313	17.1	260.24
69314	29.51	447.2
69315	16.5	247.32
69316	6.2	93.78
69317	44.1	668.28
69318	31.27	466.01
69319	18.81	287.9
69320	11.68	175.54
69321	15.59	239.72
69322	25.62	384.58
69323	18.01	273.95
69324	36.11	539.9
69325	26.8	402.45
69326	20.81	316.94
69327	26.57	403.93
69328	18.78	278.64
69329	13.02	195.1
69330	12.08	185.88
69331	24.76	365.81
69332	20.61	301.65
69333	22.49	329.38
69334	11.94	181.67
69335	21.58	317.95
69336	26.64	394.84
69337	22.32	326.26
69338	11.23	167.04
69339	18.46	274.85
69340	14.51	216.85
69341	11.53	158.18
69342	6.6	101.08
69343	19	282.27
69344	19.55	290.55
69345	19.84	295.71
69346	9.1	139.41
69347	26.52	402.08
69348	35.74	533.63
69349	26.15	389.98
69350	37.04	542.27
69351	14.78	217.54
69352	33.46	504.39
69353	19.08	282.61
69354	32.23	474.88
69355	15.31	224.25
69356	27.76	410.17
69357	11.88	182.68
69358	14.22	211.48
69359	26.47	401.76
69360	9.26	135.29
69361	41.12	618.47
69362	5.58	81.54
69363	24.72	371.64
69364	25.96	393.74
69365	9.74	148.1
69366	30.46	460.58
69367	23.19	351.42
69368	21.46	320.12
69369	17.8	264.82
69370	43.3	653.16
69371	10.71	162.69
69372	26.87	397.14
69373	14.85	226.48
69374	8.55	123.59
69375	20.71	317.86
69376	8.93	143.03
69377	29.25	431.59
69378	20.57	312.66
69379	37.22	561.87
69380	11.91	185.82
69381	12.78	194.86
69382	17.82	255.2
69383	28.34	428.18
69384	22.12	334.38
69385	12.81	197.11
69386	26.99	412.11
69387	49.53	740.29
69388	13.26	206.9
69389	14.41	218.34
69390	21.15	313.59
69391	8.86	125.23
69392	23.05	341.52
69393	15.26	226.08
69394	13.72	199.7
69395	29	442.35
69396	14.42	217.53
69397	9.63	144.06
69398	21.82	329.32
69399	23.27	350.45
69400	10.36	154.6
69401	31.37	468.11
69402	31.2	472.42
69403	14.47	228.66
69404	11.26	163.64
69405	40.61	619.93
69406	32.41	487.61
69407	15.35	231.82
69408	72.61	1088.45
69409	10.82	170.89
69410	8.29	123.89
69411	29.73	438.46
69412	8.91	133.47
69413	12.38	183.75
69414	41.81	626.58
69415	15.49	224.37
69416	34.44	513.08
69417	10.85	157.38
69418	14.18	208.37
69419	16.76	249.46
69420	6.05	90.51
69421	56.04	837.52
69422	9.66	141.74
69423	22.37	336.57
69424	41.27	621.34
69425	37.31	555.05
69426	15.38	230.1
69427	31.24	466.77
69428	66.49	986.75
69429	18.29	283.23
69430	8.81	132.62
69431	46.74	700.68
69432	21.07	328.02
69433	49.23	737.85
69434	25.74	400.64
69435	14.92	218.32
69436	11.95	179.09
69437	34.6	518.39
69438	12.35	185.53
69439	9.5	142.67
69440	48.47	725.79
69441	33.52	507.76
69442	9.25	142.75
69443	16.27	247.68
69444	21.45	324.12
69445	13.52	198.33
69446	7.13	105.07
69447	26.44	393.34
69448	26.31	400.13
69449	31.64	480.77
69450	12.78	189.46
69451	17.96	270.38
69452	10.19	145.93
69453	17.43	267.68
69454	25.73	390.15
69455	28.95	441.98
69456	28.98	444.43
69457	11.41	165.62
69458	21.74	329.27
69459	21.09	317.66
69460	16.85	265.15
69461	20.63	311.55
69462	15.32	220.58
69463	13.63	201.92
69464	10.22	153.57
69465	49.59	737.66
69466	40.24	614.46
69467	12.99	194.57
69468	15.61	232.59
69469	25.37	382.74
69470	18.69	284.18
69471	5.77	81.53
69472	48.64	724
69473	12.2	178.48
69474	19.99	305.3
69475	12.08	182.06
69476	13.4	204.08
69477	35.75	529.11
69478	35.2	531.37
69479	24.32	360.17
69480	24.28	361.08
69481	30.34	449.24
69482	23.32	352.2
69483	11.1	170.75
69484	26.98	401.02
69485	29.34	437.46
69486	18.31	279.96
69487	19.69	310.05
69488	14.93	221.7
69489	41.03	617.56
69490	42.59	640.75
69491	17.09	262.95
69492	19.76	299.65
69493	65.52	976.74
69494	28.99	431.75
69495	33.69	502.61
69496	29.16	432.71
69497	19.12	291.67
69498	23.33	353.18
69499	41.68	625.54
69500	24.47	364.85
69501	12.98	192.17
69502	7.3	117.98
69503	8.9	134.22
69504	27.73	420.99
69505	55.21	826.93
69506	47.34	709.66
69507	32.02	480.76
69508	7.18	115.57
69509	14.84	218.2
69510	2.78	39.78
69511	31.57	473.29
69512	17.89	276.94
69513	14.38	225.8
69514	20.54	313.75
69515	30.9	460.3
69516	17.94	267.37
69517	13.48	204.17
69518	38.27	578.95
69519	46.92	697.99
69520	10.78	158.53
69521	43.97	664.21
69522	24.66	377.4
69523	6.31	90.2
69524	27.28	409.14
69525	16.07	249.01
69526	9.45	142.91
69527	51.41	769.61
69528	19.67	292.03
69529	21.14	321.05
69530	25.15	382.55
69531	20.32	306.65
69532	62.51	935.8
69533	22.1	329.15
69534	11.04	162.72
69535	26.9	399.75
69536	31.04	460.4
69537	15.11	226.85
69538	22.91	334.81
69539	8.27	122.79
69540	11.69	168.63
69541	21.64	327.05
69542	47.92	716.97
69543	22.05	330.06
69544	11.17	165.18
69545	28.05	425.74
69546	42.29	642.18
69547	40.58	617.83
69548	34.97	523.27
69549	4.82	73.9
69550	6.56	95.59
69551	21.14	319.99
69552	19.85	293.73
69553	27.65	414.87
69554	11.03	167.51
69555	46.5	694.41
69556	12.62	190.76
69557	16.06	238.57
69558	24.88	368.65
69559	16.71	246.93
69560	7.56	115.14
69561	13.11	187.88
69562	16.53	249
69563	30.96	462.4
69564	14.1	214.67
69565	29.07	431.63
69566	19.61	295.39
69567	28.25	425.28
69568	17.41	259.44
69569	17.25	259.74
69570	15.03	228.34
69571	18.39	282.28
69572	36.22	557.69
69573	37.12	557.38
69574	27.25	416.68
69575	24.86	373.54
69576	13.43	204.86
69577	21.67	340.83
69578	49.02	725.86
69579	12.37	190.92
69580	21.7	329.48
69581	19.54	287.51
69582	12.08	179.26
69583	20.71	309.49
69584	22.06	336.99
69585	67.52	1012.45
69586	15.93	232.88
69587	22.47	343.06
69588	32.75	493.42
69589	15.77	244.35
69590	5.18	87.93
69591	22.82	348.43
69592	5.16	77.1
69593	8.48	124.55
69594	23.77	355.17
69595	24.05	362.82
69596	7.42	113.56
69597	8.23	122.99
69598	14.47	216.68
69599	24.78	370.62
69600	35.74	546.88
69601	24.54	374.06
69602	25.52	384.71
69603	18.12	274.61
69604	18.19	277.08
69605	10.95	159.36
69606	22.22	331.86
69607	16.63	250.89
69608	20.3	300.79
69609	38.57	569.86
69610	19.14	286.88
69611	23.02	348.98
69612	19.23	275.77
69613	14.48	212.54
69614	16.89	257.52
69615	14.74	217.42
69616	30.22	448.25
69617	36.49	547.92
69618	15.51	235.13
69619	38.91	584.73
69620	20.53	309.4
69621	26.28	397.05
69622	12.78	192.42
69623	12.08	183.34
69624	7.16	104.8
69625	5.98	91.75
69626	26.97	404.46
69627	12.3	185
69628	10.55	159.59
69629	58.31	885.43
69630	19.24	290.08
69631	16.81	253.65
69632	16.11	238.67
69633	4.76	75.13
69634	14.69	222.35
69635	6.28	103.29
69636	14.78	223.35
69637	10.6	155.81
69638	34.56	514.62
69639	33.37	496.48
69640	106.44	1590.89
69641	7.17	112.2
69642	15.03	230.52
69643	20.76	312.15
69644	6.61	87.75
69645	36.97	556.09
69646	17.21	251.81
69647	20.86	306.17
69648	18.25	270.96
69649	33.76	495.14
69650	11.25	168.38
69651	54.27	815.76
69652	19.95	298.21
69653	23.88	353.23
69654	8.04	121.65
69655	15.08	216.76
69656	47.97	707.78
69657	16.51	245.85
69658	26.73	398.83
69659	28.54	428.93
69660	11.54	181.55
69661	13.77	202.28
69662	11.29	172.09
69663	5.24	82.32
69664	31.53	473.6
69665	4.08	58.2
69666	23.51	352.62
69667	28.98	432.72
69668	15.5	237.46
69669	7.96	117.74
69670	35.09	525.93
69671	7.69	115.16
69672	14.42	209.92
69673	23.23	349.93
69674	10.52	155.66
69675	14.68	220.12
69676	32.46	493.88
69677	17.09	246.87
69678	78.1	1169.4
69679	56.85	861.33
69680	19.57	296.01
69681	16.21	236.53
69682	34.11	515.22
69683	48.59	734.77
69684	10.81	164.18
69685	18.96	289.12
69686	42.81	642.65
69687	18.28	276.51
69688	9.73	153.4
69689	8.31	118.92
69690	20.06	297.53
69691	36.36	545.24
69692	22.79	344.82
69693	22.32	337.37
69694	6.41	95.11
69695	23.4	350.38
69696	25.21	380.27
69697	6.4	98.55
69698	13.08	195.47
69699	17.19	247.83
69700	9.46	144.23
69701	22.27	335.1
69702	26.83	398.8
69703	9.77	151.78
69704	17.36	259.66
69705	43.99	653.6
69706	15.23	223.84
69707	28.13	417.94
69708	36.99	555.69
69709	44.18	666.06
69710	14.17	211.67
69711	11.58	178.61
69712	16.42	245.64
69713	22.78	351.77
69714	32.28	488.37
69715	17.35	263.5
69716	18.38	279.46
69717	26.61	399.67
69718	62.3	945.76
69719	13.83	194.89
69720	41.8	619.35
69721	30.02	451.19
69722	14.02	205.84
69723	38.16	570.4
69724	11.71	181.13
69725	9.87	161.12
69726	11.28	175.01
69727	25.66	388.25
69728	13.04	193.33
69729	5.76	90.07
69730	38.95	578.49
69731	13.42	200.61
69732	14.31	207.66
69733	17.44	260.62
69734	37.99	576.32
69735	17.16	255.55
69736	18.64	275.52
69737	12.24	188.44
69738	12.34	184.71
69739	26.42	385.38
69740	26.91	401.5
69741	45.88	692.34
69742	10.89	164.79
69743	33.54	504.2
69744	26.8	404.07
69745	30.63	453.78
69746	11.17	178.45
69747	9.55	148.12
69748	13.68	204.41
69749	14.37	214.5
69750	7.87	124.62
69751	5.89	83.4
69752	22.34	332.74
69753	21.28	318.84
69754	81.85	1222.75
69755	25.27	383.86
69756	9.92	155.8
69757	11.3	168.53
69758	18.48	270.18
69759	18.77	277.87
69760	56.04	838.19
69761	18.9	287.54
69762	11.16	164.24
69763	51.62	775.75
69764	23.86	360.34
69765	20.82	312.42
69766	24.91	378.02
69767	11.04	168.11
69768	14.98	220.18
69769	29.7	446.87
69770	14.23	217.87
69771	34.2	514.15
69772	7.58	111.44
69773	13.21	196.44
69774	26.79	403.44
69775	17.57	273.25
69776	25.13	380.64
69777	13.08	194.23
69778	8.64	139.7
69779	49.75	745.48
69780	12.95	187.35
69781	28.36	413.9
69782	24.3	369.75
69783	23.65	364.86
69784	13.91	206.71
69785	13.66	195.45
69786	16.43	241.61
69787	24.95	370.4
69788	20.31	299.69
69789	69.69	1038.76
69790	5.65	84.36
69791	19.95	294.2
69792	13.63	207.29
69793	24.19	368.89
69794	11.77	178.16
69795	12.07	172.33
69796	18.88	283.41
69797	38.26	577.91
69798	23.32	347.29
69799	22.17	325.01
69800	10.71	158.93
69801	41.6	621.1
69802	32.15	484.98
69803	21.94	327.06
69804	15.87	242.62
69805	7.7	110.46
69806	16.7	256.37
69807	14.33	220.35
69808	27.8	411.8
69809	30.13	450.46
69810	10.62	157.94
69811	21.89	332.73
69812	25.73	383.81
69813	22.21	333.43
69814	19.85	302.67
69815	13.52	203.48
69816	21.74	331.04
69817	14.17	209.15
69818	33.98	513.31
69819	12.84	194.72
69820	8.66	129.49
69821	74.63	1117.86
69822	7.62	119.31
69823	9.93	147.61
69824	34.36	518.4
69825	18.31	281.22
69826	14.72	219.53
69827	44.86	671.3
69828	19.93	294.24
69829	38.92	595.68
69830	20.11	303.81
69831	28.13	424.39
69832	29.82	435.14
69833	8.94	122.1
69834	30.43	455.38
69835	17.76	260.19
69836	11.26	174.58
69837	23.63	350.9
69838	18.37	272.84
69839	16.36	247.74
69840	19.25	288.81
69841	7.49	101.16
69842	19.92	311.76
69843	18.86	287.83
69844	9.44	136.14
69845	25.4	385.41
69846	14.02	213.63
69847	11.17	168.69
69848	29.27	445.8
69849	5.65	84.86
69850	70.38	1057.07
69851	10.9	161.46
69852	43.1	645.74
69853	14.72	219.71
69854	14.87	227.21
69855	34.45	515.61
69856	27.06	409.96
69857	55.62	827.48
69858	13.37	205.46
69859	15.69	243.22
69860	24.97	380.84
69861	27.86	426.78
69862	35.6	536.96
69863	15.17	224.81
69864	11.81	178.14
69865	17.48	264.48
69866	71.46	1063.88
69867	14.8	215.07
69868	32.58	486.82
69869	11.78	181.06
69870	22.56	334.27
69871	37.86	572.3
69872	41.96	634.28
69873	16.71	252.08
69874	31.99	479.22
69875	23.32	352.51
69876	35.45	532.53
69877	15.06	217.18
69878	70.83	1063.65
69879	10.84	159.3
69880	24.84	361.97
69881	30.75	466.09
69882	12.42	183.5
69883	7.46	106.63
69884	14.19	206.23
69885	19.94	302.37
69886	18.4	269.41
69887	16.24	255.35
69888	8.14	122.96
69889	10.46	155.14
69890	52.8	791.55
69891	20.63	312.7
69892	104.18	1571.69
69893	20.95	314.87
69894	8.1	120.08
69895	9.18	136.08
69896	25.71	389.15
69897	28.94	440.92
69898	31.87	469.55
69899	9.59	148.29
69900	49.75	745.67
69901	33.46	503.38
69902	47.15	709.3
69903	29.97	436.88
69904	24.5	365.79
69905	10.94	154.08
69906	17.84	270.03
69907	34.76	523.75
69908	16.24	245.2
69909	15.94	236.69
69910	26.73	391.12
69911	27.6	407.42
69912	18.27	267.86
69913	19.87	302.99
69914	25.11	384
69915	92.69	1394.41
69916	16.42	249.08
69917	16	243.11
69918	30.21	449.64
69919	19.02	279.8
69920	6.8	105.52
69921	18.13	273.12
69922	26	399.72
69923	22.54	341.59
69924	11.92	168.54
69925	6.52	95.4
69926	6.9	99.39
69927	24.27	363.26
69928	74.44	1116.14
69929	24.33	362.95
69930	22.83	345.55
69931	28.13	418.85
69932	13.88	211.8
69933	9.79	145.93
69934	18.57	284.59
69935	21.61	319.92
69936	22.31	328.85
69937	16.78	264.29
69938	40.26	607.58
69939	28.73	422.42
69940	15.12	222.35
69941	38.3	577.94
69942	26.97	404.49
69943	6.23	89.52
69944	24.01	358.89
69945	36.72	553.06
69946	47.44	716.89
69947	37.71	556.51
69948	17.87	267.19
69949	47.95	710.65
69950	6.24	91.93
69951	19.88	298.47
69952	13.39	208.79
69953	22.5	333.76
69954	11	155.34
69955	22.83	348.57
69956	28.28	426.35
69957	16.01	233.07
69958	6.36	97.35
69959	43.32	646.26
69960	17.48	260.34
69961	20.9	315.45
69962	8.59	128.23
69963	20.44	304.98
69964	17.49	273.3
69965	62.73	949.54
69966	31.48	472.59
69967	19.38	300.59
69968	37.76	576.17
69969	12.88	192.69
69970	19.46	289.24
69971	50.84	764.34
69972	39.49	596.16
69973	14.48	219.41
69974	56.94	857.2
69975	13.96	211.56
69976	40.38	614.71
69977	28.76	432.57
69978	7.12	105.2
69979	15.41	234.65
69980	26.06	393.53
69981	24.91	373.69
69982	48.16	716.6
69983	5.25	73.44
69984	14.15	212.29
69985	7.36	110.6
69986	30.68	465.58
69987	8.69	129.78
69988	5.97	96.69
69989	40.41	603.2
69990	12.38	191.73
69991	43.2	656.33
69992	21.26	321.54
69993	23.16	350.02
69994	15.12	231.99
69995	22.43	334.11
69996	5.43	78.1
69997	24.86	377.37
69998	16.74	253.41
69999	8.43	128.39
70000	33.92	527.08
70001	10.55	156.45
70002	10.11	157.14
70003	13	191.07
70004	26.62	402.03
70005	13.52	203.92
70006	13.95	202.98
70007	33.67	505.06
70008	22.94	351.78
70009	14.27	211.65
70010	13.27	210.21
70011	49.21	740.01
70012	30.24	459.46
70013	19.5	296.99
70014	38.53	584.72
70015	21.41	324.51
70016	45.08	668.8
70017	13.44	203.06
70018	33.65	508.4
70019	20.33	302.78
70020	28.76	422.97
70021	16.49	241.95
70022	4.71	64.13
70023	8.21	122.41
70024	28.99	435.09
70025	19.4	299.69
70026	7.22	110.36
70027	20.54	313.43
70028	10.36	149.2
70029	32.15	485.84
70030	32.45	494
70031	17.43	259.95
70032	10.94	162.2
70033	91.02	1356.43
70034	8.17	125.44
70035	17.5	261.33
70036	13.83	210.49
70037	42.52	641.74
70038	28.83	442.81
70039	20.35	300.65
70040	47.79	708.4
70041	44.18	664.96
70042	12.76	189.14
70043	10.46	151.2
70044	9.71	140.41
70045	35.02	528.7
70046	45.8	684.9
70047	11.42	167.45
70048	38.17	577.93
70049	29	435.01
70050	16.98	256.38
70051	47.84	719.79
70052	41.45	626.25
70053	14.14	196.99
70054	7.11	95.48
70055	15.43	229.98
70056	10.19	160.07
70057	39.85	598.66
70058	16.02	253.7
70059	18.57	285.02
70060	63.41	947.87
70061	25.62	386.67
70062	18.8	280.99
70063	40.07	599.43
70064	32.57	495.13
70065	26.75	412.7
70066	15.95	236
70067	31.89	481.49
70068	18.07	267.67
70069	26.34	391.8
70070	37.05	561.5
70071	32.74	502.62
70072	23.16	345.28
70073	45.97	696.01
70074	21.68	324.48
70075	48.3	729.64
70076	33.46	512.18
70077	18.45	280.96
70078	29.22	435.3
70079	11.57	169.64
70080	42.96	637.02
70081	34.79	511.76
70082	7.2	106.43
70083	13.81	206.62
70084	29.84	451.3
70085	50.44	746.04
70086	28.57	425.27
70087	26.94	400.21
70088	35.15	517.48
70089	36.87	552.16
70090	22.05	329.61
70091	13.53	202.31
70092	41.32	625.59
70093	21.54	331.1
70094	11.35	173.61
70095	10.32	144.93
70096	64.29	958.98
70097	42.69	643.28
70098	20.72	309.09
70099	8.19	123.18
70100	23.98	356.07
70101	6.63	99.93
70102	17.84	272.58
70103	46.15	686.56
70104	34.57	521.18
70105	31.99	478.38
70106	34	512.95
70107	60.06	894.69
70108	47.61	725.84
70109	20.93	314.66
70110	8.12	121.33
70111	26.01	389.56
70112	31.39	472.48
70113	19.23	287.93
70114	15.37	240.73
70115	17.69	259.3
70116	18.23	276.09
70117	20.2	312.02
70118	12.39	187.92
70119	16.85	256.78
70120	13.92	218.1
70121	22.03	332.92
70122	29.88	448.27
70123	56.87	863.49
70124	35.57	530.19
70125	10.95	160.98
70126	40.39	610.76
70127	9.03	139.24
70128	14.23	215.81
70129	26.07	382.2
70130	20.11	293.15
70131	19.07	291.66
70132	3.48	60.61
70133	10.33	153.69
70134	22.66	344.93
70135	12.77	191.01
70136	42.32	631.35
70137	35.48	537.45
70138	6.39	87.99
70139	5.19	77.5
70140	15.75	232.96
70141	35.58	534.27
70142	53.18	787.81
70143	14.68	218.32
70144	15.23	235.23
70145	23.56	353.51
70146	29.3	438.55
70147	19.98	305.15
70148	69.27	1031.84
70149	7.55	126.63
70150	33.61	502.77
70151	34.51	515.84
70152	10.03	161.63
70153	29.25	444.76
70154	17.42	260.18
70155	22.32	329.32
70156	13.07	195.72
70157	41.92	639.18
70158	39.25	586.77
70159	49.44	739.61
70160	8.42	128.92
70161	32.42	485.41
70162	14.88	224.63
70163	83.36	1246.5
70164	12.06	184.36
70165	28.98	434.79
70166	9.4	144.79
70167	36.68	546.13
70168	14.97	228.94
70169	30.45	459.34
70170	10.79	159.52
70171	13.67	207.76
70172	8.48	129.79
70173	33.26	507.51
70174	17.69	266.76
70175	12.29	181.16
70176	13.71	202.14
70177	3.71	61.58
