Obs	HORAS_CONSUMO_STREAMING	GASTO_STREAMING
71018	11.77	 $700.48 
71019	11.16	 $509.92 
71020	11	 $389.66 
71021	17.23	 $445.87 
71022	7.84	 $480.78 
71023	18.46	 $949.71 
71024	18.45	 $594.41 
71025	15.21	 $260.55 
71026	12.44	 $323.64 
71027	9.65	 $560.16 
71028	16.08	 $687.39 
71029	10.03	 $283.80 
71030	9.79	 $428.99 
71031	10.11	 $428.21 
71032	9.13	 $618.94 
71033	12.94	 $505.88 
71034	12.61	 $825.81 
71035	11.71	 $754.68 
71036	11.83	 $358.64 
71037	9.07	 $423.80 
71038	8.1	 $407.16 
71039	14.57	 $564.89 
71040	9.52	 $504.13 
71041	10.15	 $361.67 
71042	15.22	 $782.34 
71043	16.58	 $679.78 
71044	11.87	 $598.89 
71045	14.08	 $736.00 
71046	8.77	 $638.83 
71047	8.12	 $467.77 
71048	12.11	 $474.38 
71049	14.39	 $613.45 
71050	12.58	 $521.25 
71051	12.35	 $321.58 
71052	15.37	 $636.19 
71053	9.83	 $783.05 
71054	11.23	 $319.84 
71055	12.57	 $776.38 
71056	20.57	 $882.56 
71057	9.66	 $353.03 
71058	16.36	 $462.71 
71059	16.74	 $680.09 
71060	12.37	 $397.07 
71061	9.71	 $486.20 
71062	16.26	" $1,424.89 "
71063	14.02	 $714.33 
71064	9.8	 $281.83 
71065	14.19	 $757.02 
71066	13.12	 $982.51 
71067	10.96	 $625.41 
71068	19.15	 $680.88 
71069	15.22	 $673.68 
71070	10.69	 $564.63 
71071	12.92	 $370.77 
71072	17.82	 $598.14 
71073	13.02	 $548.36 
71074	9.6	 $771.64 
71075	15.88	 $489.69 
71076	9.46	 $445.25 
71077	11.77	 $214.67 
71078	11.41	 $473.02 
71079	16.44	 $688.43 
71080	11.56	 $413.38 
71081	16.65	 $406.81 
71082	10.29	 $750.72 
71083	13.05	 $549.04 
71084	11.12	 $765.78 
71085	10.96	 $617.66 
71086	13.58	 $278.96 
71087	16.61	 $523.42 
71088	12.89	 $319.77 
71089	9.51	 $860.51 
71090	11.14	 $428.84 
71091	17.59	 $581.60 
71092	13.58	 $453.26 
71093	10.27	 $175.69 
71094	11.7	 $247.71 
71095	15.76	 $217.77 
71096	13.77	 $639.10 
71097	11.67	 $424.02 
71098	17.39	 $568.99 
71099	7.4	 $463.69 
71100	14.46	 $607.34 
71101	10.1	 $344.84 
71102	12.12	 $492.11 
71103	12.18	" $1,045.86 "
71104	19.27	 $451.28 
71105	14.07	 $771.08 
71106	11.6	 $435.87 
71107	13.34	 $359.40 
71108	9.14	 $308.20 
71109	8.23	 $369.42 
71110	10.95	 $460.85 
71111	12.75	 $462.39 
71112	13.04	 $433.79 
71113	12.81	 $535.21 
71114	11.2	 $385.71 
71115	9.75	 $371.58 
71116	13.88	 $669.12 
71117	13.85	 $573.82 
71118	11.38	" $1,017.01 "
71119	5.56	 $415.30 
71120	7.99	 $273.98 
71121	11.04	 $458.64 
71122	14.97	 $296.62 
71123	10.88	 $663.95 
71124	13.68	 $455.76 
71125	13.81	 $712.01 
71126	15.49	 $449.78 
71127	15.78	 $439.15 
71128	14.66	" $1,020.16 "
71129	14.48	 $471.22 
71130	13.55	 $486.53 
71131	10.26	 $582.50 
71132	13.1	 $679.71 
71133	14.15	 $493.86 
71134	15.44	 $551.96 
71135	11.5	 $292.18 
71136	7.13	 $261.28 
71137	11.66	 $489.33 
71138	13.9	 $637.46 
71139	11.36	 $541.04 
71140	15.67	 $458.95 
71141	14.9	 $258.48 
71142	8.12	" $1,043.13 "
71143	13.13	 $663.28 
71144	9.19	 $511.79 
71145	16.46	 $481.99 
71146	12.33	 $630.59 
71147	13.29	 $321.60 
71148	15.87	 $313.85 
71149	11.95	 $327.13 
71150	10.43	 $383.39 
71151	15.81	 $407.39 
71152	17.55	 $922.10 
71153	12.29	 $626.54 
71154	11.03	 $429.06 
71155	12.1	 $270.78 
71156	11.75	 $589.01 
71157	10.34	 $579.31 
71158	10.83	 $713.62 
71159	18.95	 $442.75 
71160	11.61	 $420.00 
71161	12.33	 $299.12 
71162	13.54	 $634.71 
71163	13.32	 $403.57 
71164	13.56	 $656.08 
71165	7.5	 $935.19 
71166	6.94	 $472.90 
71167	15.61	 $298.96 
71168	10.08	 $502.96 
71169	7.8	 $509.34 
71170	5.89	 $438.36 
71171	15.33	 $940.53 
71172	8.82	 $592.02 
71173	15.52	 $578.03 
71174	7.09	 $363.15 
71175	13.76	 $325.39 
71176	14.31	 $266.82 
71177	13.12	 $520.09 
71178	10.32	 $855.49 
71179	14.38	 $554.13 
71180	11.79	 $417.27 
71181	14.88	 $575.23 
71182	12.94	 $698.53 
71183	11.57	 $394.79 
71184	10.48	 $641.70 
71185	10.63	 $926.62 
71186	14.28	 $851.09 
71187	9.79	 $523.51 
71188	11.05	 $804.99 
71189	9	 $504.80 
71190	9.78	 $223.99 
71191	13.39	 $666.56 
71192	9.98	 $268.93 
71193	12.09	 $397.43 
71194	13.81	" $1,130.67 "
71195	13.77	 $362.70 
71196	12.59	 $674.85 
71197	11.39	 $577.92 
71198	11.97	 $622.32 
71199	14.42	 $667.13 
71200	17.15	 $597.10 
71201	13.55	 $225.40 
71202	10.2	 $277.23 
71203	14.39	 $162.49 
71204	13.32	 $259.49 
71205	11.3	 $285.96 
71206	5.82	 $373.33 
71207	10.32	 $306.54 
71208	8.12	 $762.53 
71209	10.39	 $759.69 
71210	15.07	 $576.50 
71211	13.57	 $621.38 
71212	11.37	" $1,056.03 "
71213	11.83	 $452.26 
71214	14.88	 $346.73 
71215	14.75	 $338.20 
71216	11.68	 $419.36 
71217	16.86	 $516.07 
71218	19.25	 $531.61 
71219	14.11	 $474.13 
71220	13.68	 $516.40 
71221	19.63	" $1,151.08 "
71222	13.58	 $393.95 
71223	7.02	 $406.25 
71224	8.1	 $574.05 
71225	14.26	 $612.81 
71226	11.84	 $342.59 
71227	15.63	 $403.77 
71228	9.96	 $670.66 
71229	14.17	 $794.31 
71230	12.27	 $633.03 
71231	16.96	 $558.35 
71232	8.32	 $508.82 
71233	17.92	 $283.86 
71234	15.11	 $176.35 
71235	9.93	 $268.20 
71236	14.82	 $697.21 
71237	12.02	 $568.97 
71238	14.85	 $776.05 
71239	14.13	 $718.49 
71240	10.43	 $387.81 
71241	17.36	 $496.99 
71242	12.85	 $483.05 
71243	11.54	 $310.61 
71244	17.6	 $867.09 
71245	15.71	 $548.16 
71246	9.59	 $494.02 
71247	8.74	 $346.16 
71248	8.97	 $158.02 
71249	12.21	 $360.66 
71250	9.36	 $279.82 
71251	15.83	 $526.77 
71252	13.09	 $295.22 
71253	14.51	 $550.00 
71254	15.23	 $371.89 
71255	5.44	 $192.62 
71256	17.46	 $819.47 
71257	13.93	 $791.26 
71258	10.57	 $433.34 
71259	9.96	 $355.49 
71260	12.75	 $371.06 
71261	10.16	 $573.96 
71262	15.43	 $836.54 
71263	10.3	 $614.68 
71264	9.84	 $461.63 
71265	11.58	 $319.82 
71266	17.82	 $636.55 
71267	12.11	 $478.19 
71268	11.68	 $779.50 
71269	19.71	 $528.41 
71270	18.02	 $734.64 
71271	16.28	 $603.61 
71272	19.78	 $890.09 
71273	13.14	 $799.09 
71274	12.2	 $217.23 
71275	16.8	 $447.52 
71276	22.3	 $457.17 
71277	14.13	 $225.70 
71278	9.78	 $437.69 
71279	19.46	 $660.68 
71280	14.58	 $619.38 
71281	11.8	 $575.45 
71282	11.63	 $633.39 
71283	12.08	 $402.67 
71284	11.62	 $316.51 
71285	14.21	 $350.37 
71286	14.26	 $388.53 
71287	5.88	 $625.67 
71288	14.5	 $499.37 
71289	10.65	 $478.08 
71290	12.14	 $923.48 
71291	6.75	 $675.26 
71292	16.83	 $894.23 
71293	10.98	 $619.04 
71294	12.28	 $154.78 
71295	11.36	 $483.50 
71296	11.83	 $624.95 
71297	12.57	 $419.00 
71298	14.12	 $659.41 
71299	16.52	 $533.84 
71300	13.46	 $466.54 
71301	6.38	 $622.17 
71302	15.15	 $735.72 
71303	16.89	 $714.99 
71304	13.53	 $394.69 
71305	14.19	" $1,014.88 "
71306	11.13	 $706.77 
71307	12.51	 $458.82 
71308	16.66	 $425.63 
71309	12.09	 $445.50 
71310	14.84	 $308.22 
71311	15.31	 $523.59 
71312	16.95	 $570.82 
71313	10.54	 $392.90 
71314	11.23	 $581.24 
71315	13.29	 $257.13 
71316	9.63	 $560.97 
71317	9.99	 $362.73 
71318	9.7	 $219.68 
71319	13.58	 $687.84 
71320	9.89	 $217.19 
71321	8.28	 $405.54 
71322	14.15	 $479.43 
71323	7.09	 $759.36 
71324	9.04	 $655.85 
71325	15.72	 $860.00 
71326	17.47	 $413.03 
71327	17.15	 $631.85 
71328	12.13	 $234.25 
71329	11.49	 $617.73 
71330	11.39	 $517.40 
71331	9.21	 $504.58 
71332	9.25	 $255.22 
71333	5.42	 $469.54 
71334	5.88	 $313.26 
71335	16.33	 $714.54 
71336	10.25	 $289.47 
71337	15.39	 $928.66 
71338	11.09	 $515.91 
71339	9.45	 $862.71 
71340	16.56	 $353.35 
71341	12.62	 $453.10 
71342	16.08	 $302.55 
71343	16.2	 $560.65 
71344	7.94	 $275.28 
71345	13.96	" $1,178.93 "
71346	6	 $431.32 
71347	10.28	 $299.68 
71348	17.29	 $500.61 
71349	14.61	 $644.19 
71350	11.13	 $589.25 
71351	11.14	 $477.51 
71352	12.64	 $780.08 
71353	8.72	 $402.33 
71354	11.8	 $691.48 
71355	12.6	 $648.80 
71356	11.96	 $350.64 
71357	16.56	 $481.21 
71358	13.79	 $383.00 
71359	13.56	 $435.74 
71360	13.04	 $533.98 
71361	13.89	 $359.62 
71362	8.89	 $508.08 
71363	11.07	 $499.26 
71364	16.19	 $756.40 
71365	9.9	 $494.79 
71366	12.04	 $218.69 
71367	13.31	 $393.88 
71368	13.55	 $562.18 
71369	11.22	 $813.90 
71370	13.08	 $310.25 
71371	11.69	 $241.09 
71372	13.55	 $498.54 
71373	13.33	 $851.23 
71374	15.73	 $492.31 
71375	13.28	 $591.55 
71376	12.58	 $606.59 
71377	17.21	 $392.09 
71378	11.84	 $696.36 
71379	11.59	 $391.18 
71380	13.52	 $788.06 
71381	16.6	 $486.39 
71382	12.28	 $444.17 
71383	13.75	" $1,007.92 "
71384	15.73	 $902.36 
71385	13.77	" $1,093.15 "
71386	14.65	 $718.34 
71387	13.08	 $542.81 
71388	10.31	 $626.67 
71389	11.28	 $459.38 
71390	8	 $246.03 
71391	15.22	 $558.64 
71392	9.97	 $477.14 
71393	16.2	 $599.33 
71394	10	 $729.81 
71395	10.3	 $449.77 
71396	11.38	 $692.25 
71397	13.1	 $816.69 
71398	12.97	 $935.13 
71399	12.4	 $378.85 
71400	8.56	 $587.32 
71401	12.86	 $262.70 
71402	7.76	 $394.54 
71403	8.73	 $358.12 
71404	11.4	 $485.44 
71405	13	 $573.27 
71406	13.04	 $443.93 
71407	9	 $367.75 
71408	13.94	 $735.84 
71409	9.71	 $363.80 
71410	10.4	 $597.97 
71411	10.57	 $478.55 
71412	12.65	 $921.80 
71413	13.24	 $487.92 
71414	10.12	 $425.85 
71415	12.05	" $1,113.09 "
71416	15.39	 $895.18 
71417	15.88	 $616.45 
71418	9.39	 $415.13 
71419	8.94	 $666.57 
71420	10.99	 $492.35 
71421	18.34	 $781.00 
71422	8.66	 $479.33 
71423	13.64	 $312.60 
71424	9.96	 $356.14 
71425	13.53	 $568.46 
71426	12.69	 $306.99 
71427	4.85	 $323.74 
71428	12.67	 $240.56 
71429	8.59	 $248.57 
71430	7.82	 $637.03 
71431	12.85	 $833.56 
71432	13.05	 $279.75 
71433	10.2	 $531.11 
71434	17.14	 $541.94 
71435	9.79	 $290.64 
71436	10.98	 $549.22 
71437	12.36	" $1,039.75 "
71438	10.29	 $601.81 
71439	9.17	 $219.14 
71440	9.28	 $511.29 
71441	17.64	 $447.23 
71442	11.27	 $500.81 
71443	15.75	 $408.40 
71444	12.18	 $388.69 
71445	12.46	 $378.98 
71446	12.7	 $661.72 
71447	17.49	 $751.23 
71448	13.49	 $388.40 
71449	14.92	 $473.18 
71450	15.19	 $462.81 
71451	9.87	 $243.43 
71452	17.24	 $531.13 
71453	10.8	 $657.22 
71454	11.46	 $363.44 
71455	11.01	 $430.07 
71456	9.87	 $488.74 
71457	12.48	 $502.76 
71458	13.32	 $531.46 
71459	13.03	 $336.90 
71460	13.26	 $338.44 
71461	7.99	 $351.26 
71462	6.25	 $485.13 
71463	12.31	 $341.01 
71464	17.95	 $494.98 
71465	12.34	 $502.34 
71466	13.26	 $595.89 
71467	3.36	 $118.49 
71468	15.13	 $445.23 
71469	11.68	 $494.60 
71470	13.79	 $363.07 
71471	13.92	 $569.91 
71472	13.99	 $686.93 
71473	11.46	 $684.11 
71474	10.22	 $591.53 
71475	5.6	 $310.41 
71476	9.39	 $532.74 
71477	10.99	 $383.96 
71478	20.19	 $860.26 
71479	13.19	 $506.08 
71480	14.1	 $495.76 
71481	15.68	 $621.76 
71482	7.09	 $210.02 
71483	12.39	 $335.18 
71484	13.98	 $667.08 
71485	8.87	 $446.94 
71486	18.44	 $837.26 
71487	17.35	" $1,205.81 "
71488	14.47	 $625.19 
71489	7.54	 $475.98 
71490	12.82	 $631.05 
71491	13.06	 $544.05 
71492	15.38	 $499.18 
71493	17.25	 $504.48 
71494	15.7	 $867.49 
71495	12.73	 $345.95 
71496	5.64	 $463.73 
71497	13.02	 $537.99 
71498	11.39	 $239.41 
71499	10.54	 $529.02 
71500	10.84	 $285.92 
71501	7.19	 $226.92 
71502	11.15	 $358.46 
71503	7.26	 $572.18 
71504	9.92	 $322.35 
71505	13.98	 $402.54 
71506	5.45	 $375.27 
71507	13.99	 $419.86 
71508	14.96	 $374.52 
71509	17.71	 $796.23 
71510	12.52	 $319.75 
71511	15.2	 $777.85 
71512	12.34	 $283.67 
71513	14.15	 $912.04 
71514	13.64	 $307.15 
71515	14.99	 $577.98 
71516	8.55	 $321.75 
71517	17.62	 $778.22 
71518	7.28	 $665.42 
71519	9.58	 $443.62 
71520	8.67	 $622.82 
71521	10.29	 $508.46 
71522	15.14	 $937.37 
71523	13.5	 $656.10 
71524	10.88	 $609.55 
71525	10.15	 $480.93 
71526	8.94	 $277.26 
71527	8.75	 $214.29 
71528	11.68	 $311.75 
71529	22.19	 $686.45 
71530	17.87	 $567.62 
71531	11.46	 $425.24 
71532	11.78	 $265.08 
71533	11.08	 $478.66 
71534	8.61	 $408.48 
71535	8.77	 $662.41 
71536	11.3	 $426.75 
71537	7.61	 $546.02 
71538	8.17	 $436.07 
71539	12.1	 $837.63 
71540	9.25	 $404.59 
71541	12.84	 $435.42 
71542	14.11	 $742.54 
71543	15.21	 $235.15 
71544	10.12	 $296.82 
71545	12.88	 $618.06 
71546	15.97	 $517.99 
71547	17.68	 $802.10 
71548	14.56	 $588.11 
71549	16.12	 $677.90 
71550	14.75	" $1,057.38 "
71551	20.21	 $845.48 
71552	7.19	 $313.27 
71553	20.51	 $556.56 
71554	12.42	 $590.51 
71555	11.1	 $268.00 
71556	13.24	 $426.31 
71557	13.68	 $344.35 
71558	19.44	 $383.45 
71559	14.56	 $513.25 
71560	14.42	 $667.83 
71561	13.38	 $288.09 
71562	13.59	 $364.76 
71563	10.84	 $247.79 
71564	16.94	 $268.47 
71565	11.76	 $423.40 
71566	12.16	 $553.46 
71567	10.03	 $397.56 
71568	13.37	 $600.50 
71569	17.79	 $763.19 
71570	12.43	 $521.09 
71571	9.72	" $1,006.30 "
71572	8.84	 $869.68 
71573	13.33	 $358.41 
71574	11.87	 $376.72 
71575	10.17	 $481.55 
71576	14.23	 $325.24 
71577	9.68	 $428.53 
71578	15.52	 $420.03 
71579	17.88	 $529.79 
71580	10.76	 $485.44 
71581	15.66	 $614.64 
71582	11.53	 $745.41 
71583	11.15	 $479.72 
71584	12.57	 $361.54 
71585	16.63	 $512.35 
71586	15.79	 $670.00 
71587	6.52	 $526.71 
71588	13.36	 $408.79 
71589	17.37	 $780.85 
71590	15.67	 $725.89 
71591	6.74	 $270.26 
71592	5.9	 $351.32 
71593	14.38	 $689.74 
71594	11.48	 $614.05 
71595	13.73	 $784.58 
71596	6.78	 $258.42 
71597	12.53	 $673.89 
71598	11.96	 $333.93 
71599	12.28	 $765.40 
71600	14.62	 $377.06 
71601	10.62	 $312.17 
71602	6.98	 $526.19 
71603	10.78	 $446.65 
71604	13.84	 $623.13 
71605	4.13	 $412.13 
71606	15.33	 $651.72 
71607	13.45	 $519.50 
71608	9.98	 $378.59 
71609	10.48	 $205.43 
71610	8.53	 $484.46 
71611	19.42	 $968.65 
71612	10.86	 $546.84 
71613	9.07	 $336.69 
71614	9.03	 $522.46 
71615	10.77	 $391.93 
71616	17.24	 $470.97 
71617	16.22	 $532.26 
71618	13.9	 $780.64 
71619	10.99	 $363.25 
71620	9.38	 $449.43 
71621	18.63	 $621.95 
71622	12.44	 $624.36 
71623	15.45	 $590.30 
71624	13.2	 $335.72 
71625	9.77	 $427.48 
71626	11.35	 $699.37 
71627	16.7	 $545.95 
71628	9.73	 $471.97 
71629	9.83	 $328.77 
71630	11.32	" $1,146.05 "
71631	8.31	 $452.54 
71632	15.69	 $619.34 
71633	10.2	 $645.45 
71634	18.45	 $454.09 
71635	12.93	 $545.81 
71636	16.49	 $964.26 
71637	11.06	 $579.54 
71638	8.02	 $884.85 
71639	10.84	 $789.93 
71640	10.06	 $512.62 
71641	13.95	 $525.34 
71642	14.95	 $476.75 
71643	9.79	 $583.21 
71644	10.82	 $642.64 
71645	11.9	 $494.41 
71646	12.89	 $525.74 
71647	10.31	 $554.08 
71648	11.43	 $460.28 
71649	7.46	 $599.52 
71650	10.8	 $317.42 
71651	16.1	 $383.42 
71652	15.85	 $196.05 
71653	17.35	 $507.68 
71654	17.31	 $739.65 
71655	16.57	 $555.73 
71656	11.02	 $759.02 
71657	11.91	 $614.15 
71658	14.25	 $664.06 
71659	10.06	 $647.90 
71660	16.08	 $472.38 
71661	14.73	" $1,164.64 "
71662	10.4	 $768.26 
71663	12.2	 $324.16 
71664	16.39	 $539.97 
71665	10.29	 $318.90 
71666	16.89	 $734.47 
71667	11.39	 $830.90 
71668	10.54	 $639.03 
71669	18.49	 $939.27 
71670	8.64	 $450.44 
71671	19.57	 $659.55 
71672	11.54	 $759.00 
71673	13.58	 $557.69 
71674	13.57	 $566.96 
71675	10.36	 $573.40 
71676	15.77	 $515.21 
71677	8.91	 $368.82 
71678	14.55	 $281.84 
71679	7.38	 $496.82 
71680	10.42	 $604.23 
71681	15.05	 $289.57 
71682	13.46	 $793.24 
71683	14.77	 $496.69 
71684	8.27	 $384.32 
71685	9.47	 $492.91 
71686	11.47	 $634.72 
71687	9.86	 $586.41 
71688	16.78	 $634.73 
71689	13.58	 $465.84 
71690	7.41	 $343.38 
71691	12.85	 $433.13 
71692	14.72	 $450.11 
71693	9.91	 $698.91 
71694	9.18	 $599.65 
71695	14.81	 $336.88 
71696	11.12	 $398.72 
71697	14.42	 $500.83 
71698	15.92	 $700.45 
71699	14.52	 $394.25 
71700	11.92	 $787.46 
71701	11.99	 $216.98 
71702	9.23	 $291.90 
71703	14.2	 $369.83 
71704	13.58	 $592.41 
71705	12.36	 $412.76 
71706	4.89	 $408.66 
71707	8.58	 $553.18 
71708	12.81	 $549.12 
71709	17.94	 $762.80 
71710	14.48	 $483.87 
71711	17.94	" $1,198.65 "
71712	10.64	 $317.71 
71713	7.05	 $267.98 
71714	13.98	 $394.87 
71715	16.73	 $567.35 
71716	7.99	 $317.41 
71717	13.72	 $453.95 
71718	12.63	 $520.07 
71719	17.02	 $395.45 
71720	11.15	 $513.60 
71721	15.94	 $325.68 
71722	8.29	 $495.21 
71723	11.81	 $360.13 
71724	12.18	 $394.67 
71725	9.84	 $764.99 
71726	9.93	 $354.86 
71727	15.54	 $258.97 
71728	16.18	 $599.11 
71729	13.59	 $794.46 
71730	19.96	 $940.45 
71731	14.41	 $472.93 
71732	13.71	 $553.77 
71733	12.53	 $580.90 
71734	14.86	 $685.63 
71735	9.55	 $407.82 
71736	14.52	 $583.52 
71737	9.98	 $356.79 
71738	12.4	" $1,026.10 "
71739	10.2	 $845.10 
71740	3.29	 $500.34 
71741	10.16	 $277.10 
71742	9.78	 $525.36 
71743	13.61	 $464.74 
71744	14.46	 $324.18 
71745	7.78	 $484.89 
71746	7.48	 $623.28 
71747	9.84	 $603.91 
71748	11.54	 $246.93 
71749	13.11	 $453.50 
71750	8.55	 $447.12 
71751	12.79	 $674.57 
71752	8.44	 $648.72 
71753	14.98	 $981.13 
71754	8.2	 $371.92 
71755	12.05	 $359.61 
71756	11.15	 $393.60 
71757	15.38	 $237.78 
71758	9.9	 $442.97 
71759	10.28	 $416.30 
71760	10.63	 $779.06 
71761	8.11	 $326.74 
71762	16.82	 $515.50 
71763	9.26	 $264.34 
71764	9.62	 $268.35 
71765	10.87	 $205.06 
71766	13.33	 $472.34 
71767	9.62	 $472.63 
71768	11.06	 $435.12 
71769	14.78	 $419.23 
71770	13.67	 $605.60 
71771	12.17	 $459.60 
71772	11.22	 $343.49 
71773	10.43	 $412.87 
71774	7.71	 $285.71 
71775	13.33	 $434.58 
71776	14.35	 $327.85 
71777	14.83	 $510.19 
71778	17.77	 $334.30 
71779	14.07	 $584.23 
71780	13.38	 $839.66 
71781	10.6	 $350.24 
71782	15.78	 $455.98 
71783	10.39	 $465.27 
71784	10.24	 $231.67 
71785	10.18	 $195.71 
71786	8.08	 $603.01 
71787	14.24	 $580.48 
71788	10.43	 $553.00 
71789	12.62	 $618.55 
71790	10.89	 $510.15 
71791	8.12	 $227.79 
71792	8.22	 $472.79 
71793	17.42	 $317.83 
71794	12.51	 $655.94 
71795	13.11	 $433.40 
71796	18.96	 $549.85 
71797	14.76	 $516.06 
71798	13.4	 $825.88 
71799	15.62	 $541.18 
71800	17.31	" $1,105.83 "
71801	9.38	 $796.70 
71802	12.41	 $346.31 
71803	7.22	 $396.42 
71804	12.43	 $850.47 
71805	14.87	 $445.53 
71806	16.8	 $450.49 
71807	12.79	 $226.92 
71808	11.97	 $249.15 
71809	14.03	 $740.45 
71810	11.66	 $243.98 
71811	14.25	 $436.30 
71812	12.53	 $256.17 
71813	8.15	 $399.50 
71814	16.03	 $600.77 
71815	12.58	 $492.73 
71816	12.41	 $561.11 
71817	11.68	 $247.20 
71818	11.33	 $260.25 
71819	9.82	 $387.99 
71820	11.88	 $353.37 
71821	14.03	 $479.11 
71822	13.5	 $711.13 
71823	15.18	" $1,136.01 "
71824	14.72	 $512.38 
71825	13.1	 $303.70 
71826	6.68	 $433.45 
71827	11.67	 $344.50 
71828	12.98	 $594.32 
71829	9.16	 $352.95 
71830	13.86	 $517.08 
71831	8.39	 $521.77 
71832	5.22	 $553.43 
71833	13.19	 $615.60 
71834	11.16	 $328.41 
71835	13.71	 $336.99 
71836	8.84	 $259.75 
71837	16.19	 $346.91 
71838	11.75	 $491.06 
71839	11.6	 $763.99 
71840	14.1	 $306.04 
71841	11.55	 $973.55 
71842	12.18	 $904.80 
71843	15.19	 $672.42 
71844	10.9	 $579.07 
71845	12.04	 $470.31 
71846	13.33	 $850.74 
71847	12.64	 $494.03 
71848	10.75	 $386.28 
71849	15.5	 $519.70 
71850	11.44	 $803.34 
71851	14.84	 $613.39 
71852	13.46	 $415.42 
71853	13.86	 $626.43 
71854	8.36	 $675.17 
71855	15.35	 $683.46 
71856	11.77	 $237.23 
71857	13.02	 $302.25 
71858	15.08	 $329.69 
71859	13.87	 $807.53 
71860	13.37	 $656.14 
71861	11.55	 $469.78 
71862	11.02	 $466.60 
71863	12.93	 $882.01 
71864	14.98	 $615.27 
71865	7.8	 $519.76 
71866	16	 $918.00 
71867	19.06	 $722.27 
71868	14.47	 $788.00 
71869	16.58	 $611.15 
71870	7.78	 $543.08 
71871	12.34	" $1,033.73 "
71872	9.64	 $343.75 
71873	14.63	 $340.29 
71874	13.64	 $298.72 
71875	11.07	 $591.30 
71876	14.72	 $477.03 
71877	9.8	 $366.14 
71878	8.1	 $582.15 
71879	8.07	 $321.99 
71880	10.2	 $345.53 
71881	12.6	 $488.76 
71882	11.66	 $530.67 
71883	11.94	 $437.79 
71884	12	 $388.31 
71885	10.93	 $409.08 
71886	11.27	 $380.86 
71887	9.67	 $272.74 
71888	10.74	 $423.47 
71889	14.48	 $436.05 
71890	17.27	 $538.51 
71891	11.17	 $909.57 
71892	10.95	 $533.71 
71893	13.24	 $471.30 
71894	11.07	 $333.12 
71895	18.97	 $883.23 
71896	13.51	 $424.53 
71897	11.9	 $848.30 
71898	17.3	 $629.28 
71899	12.54	 $609.24 
71900	15.17	 $974.93 
71901	14.95	 $411.53 
71902	13.85	 $962.37 
71903	11.4	 $781.73 
71904	10.53	 $450.99 
71905	13.23	 $625.14 
71906	11.24	 $347.24 
71907	6.4	 $376.11 
71908	8.73	 $603.16 
71909	9.2	 $597.26 
71910	15.36	 $466.16 
71911	17.7	 $702.89 
71912	10.56	 $862.71 
71913	12.4	 $689.35 
71914	9.46	 $294.60 
71915	14.02	 $361.02 
71916	14.92	 $845.74 
71917	8.94	 $372.27 
71918	11.49	 $767.85 
71919	17.58	 $647.29 
71920	17.57	 $778.90 
71921	11.9	 $405.26 
71922	8.41	 $310.35 
71923	10.25	 $439.23 
71924	14.57	 $631.58 
71925	13.97	 $399.88 
71926	18.92	 $321.12 
71927	14.61	 $551.26 
71928	10.42	 $696.62 
71929	10.48	 $349.97 
71930	5.73	 $259.36 
71931	14.8	 $569.33 
71932	15.03	 $529.08 
71933	14.16	 $555.33 
71934	12.94	 $941.25 
71935	11.23	 $848.21 
71936	5.6	 $433.31 
71937	13.62	 $302.61 
71938	12.76	 $488.89 
71939	9.96	 $429.59 
71940	13.22	 $288.13 
71941	14.04	 $749.32 
71942	14.42	 $287.28 
71943	11.17	 $634.76 
71944	10.54	 $296.88 
71945	18.65	 $389.70 
71946	14.61	 $563.63 
71947	12.61	 $726.40 
71948	11.36	 $510.08 
71949	12.66	 $347.73 
71950	15.57	 $530.86 
71951	12.98	 $500.13 
71952	17.49	 $940.03 
71953	14.74	 $320.06 
71954	10.52	 $541.68 
71955	14.41	 $604.78 
71956	14.69	" $2,001.44 "
71957	12.87	" $1,010.63 "
71958	11.27	 $766.12 
71959	12.15	 $393.50 
71960	14.96	 $326.64 
71961	13.48	 $539.06 
71962	8.67	 $590.55 
71963	6.53	 $759.65 
71964	10.67	 $316.59 
71965	16.57	 $456.99 
71966	15.54	 $583.58 
71967	14.45	 $511.62 
71968	8.58	" $1,239.23 "
71969	14.04	 $426.81 
71970	13.37	 $583.31 
71971	13.43	 $589.02 
71972	14.62	 $701.69 
71973	17.93	 $914.68 
71974	18.67	" $1,099.91 "
71975	8.26	 $511.25 
71976	9.6	 $211.16 
71977	9.91	 $333.40 
71978	9.46	 $417.10 
71979	17.23	" $1,072.72 "
71980	14.05	 $581.56 
71981	12.15	 $797.36 
71982	18.19	 $399.77 
71983	10.54	 $344.62 
71984	12.72	 $523.85 
71985	11.61	 $812.39 
71986	16.87	 $727.52 
71987	10.39	 $395.05 
71988	12.42	 $443.15 
71989	12.87	 $473.99 
71990	13.67	 $338.10 
71991	6.79	 $256.52 
71992	16.04	 $898.42 
71993	10.96	 $365.19 
71994	10.52	 $411.05 
71995	11.5	 $436.14 
71996	19.8	 $506.84 
71997	7.15	 $367.02 
71998	15.19	 $879.60 
71999	15.62	 $444.44 
72000	13.59	 $813.79 
72001	16.14	 $449.72 
72002	16.82	 $593.68 
72003	6.85	 $471.74 
72004	14.52	 $673.07 
72005	11.87	 $729.17 
72006	11.89	 $488.71 
72007	13.91	 $522.72 
72008	16.86	 $755.80 
72009	5.03	 $361.23 
