Obs	NO_SEGUIDORES	INGRESOS_POR_CONTENIDO_ONLINE
80958	21437	" $7,701.40 "
80959	24265	" $7,401.13 "
80960	2351	"-$1,800.75 "
80961	46989	" $14,475.92 "
80962	2833	" $2,114.80 "
80963	8158	" $3,867.45 "
80964	7659	" $4,873.22 "
80965	35175	" $13,783.41 "
80966	5435	" $2,196.86 "
80967	17195	" $5,051.77 "
80968	41625	" $13,683.48 "
80969	5200	" $1,210.30 "
80970	16058	" $6,732.35 "
80971	46927	" $15,482.31 "
80972	9001	" $4,167.84 "
80973	8254	" $3,401.47 "
80974	13935	" $7,581.71 "
80975	14164	" $4,424.08 "
80976	4814	" $5,009.39 "
80977	4193	" $1,735.48 "
80978	27313	" $7,085.17 "
80979	53487	" $16,231.08 "
80980	17046	" $7,453.53 "
80981	69351	" $21,160.23 "
80982	8617	" $4,298.67 "
80983	7085	" $5,224.01 "
80984	11889	" $3,932.62 "
80985	8059	" $4,232.50 "
80986	3599	" $2,300.42 "
80987	9335	" $5,475.14 "
80988	32241	" $11,604.14 "
80989	24450	" $5,819.85 "
80990	10346	" $3,927.69 "
80991	24476	" $8,956.57 "
80992	11727	" $4,142.84 "
80993	22696	" $6,216.77 "
80994	6897	" $4,605.12 "
80995	10933	" $4,928.88 "
80996	5131	" $3,816.62 "
80997	51654	" $15,459.15 "
80998	5178	" $4,950.41 "
80999	10283	" $6,941.90 "
81000	20390	" $7,211.70 "
81001	10814	" $4,023.46 "
81002	18886	" $7,031.56 "
81003	5242	" $2,919.36 "
81004	16569	" $3,472.63 "
81005	43747	" $14,078.41 "
81006	8733	" $2,777.14 "
81007	15238	" $9,920.40 "
81008	81082	" $24,697.82 "
81009	9205	" $4,097.44 "
81010	3328	" $1,807.73 "
81011	22160	" $6,320.99 "
81012	8454	" $3,459.48 "
81013	9977	" $7,929.37 "
81014	10546	" $5,495.89 "
81015	20256	" $6,627.24 "
81016	26217	" $4,221.28 "
81017	10288	" $5,107.59 "
81018	46509	" $13,220.09 "
81019	15425	" $5,287.54 "
81020	5250	" $4,666.93 "
81021	4776	" $4,533.54 "
81022	51365	" $16,632.84 "
81023	25889	" $11,796.12 "
81024	1621	 $254.30 
81025	9762	" $6,400.61 "
81026	18446	" $4,659.42 "
81027	6305	 $227.94 
81028	19311	" $7,796.65 "
81029	38574	" $11,484.26 "
81030	23761	" $7,579.74 "
81031	17643	" $7,026.52 "
81032	14218	" $7,293.93 "
81033	12983	" $4,234.01 "
81034	38614	" $11,702.33 "
81035	7837	" $3,363.58 "
81036	11738	" $3,653.59 "
81037	14215	" $6,689.39 "
81038	828	" $1,071.06 "
81039	24743	" $7,374.82 "
81040	59152	" $17,242.18 "
81041	14335	" $6,396.89 "
81042	16178	" $5,014.76 "
81043	4949	" $2,715.86 "
81044	6695	" $2,076.72 "
81045	7117	" $4,400.92 "
81046	3397	" $2,063.14 "
81047	10967	" $4,827.95 "
81048	8119	" $5,681.06 "
81049	31420	" $9,851.08 "
81050	18952	" $6,128.62 "
81051	10443	" $4,812.53 "
81052	8506	" $4,108.57 "
81053	26897	" $7,957.02 "
81054	20374	" $6,926.09 "
81055	8993	" $2,957.51 "
81056	26181	" $5,744.35 "
81057	24330	" $7,400.44 "
81058	3000	" $3,835.95 "
81059	31630	" $6,270.59 "
81060	16731	" $6,512.34 "
81061	63647	" $19,170.54 "
81062	4651	" $2,524.78 "
81063	11698	" $5,106.32 "
81064	20848	" $4,927.44 "
81065	14512	" $5,935.55 "
81066	5904	" $2,528.51 "
81067	10615	" $5,880.93 "
81068	4052	" $3,179.27 "
81069	20128	" $8,135.63 "
81070	4167	" $3,590.05 "
81071	6042	" $2,948.36 "
81072	9745	" $3,224.39 "
81073	4976	" $2,809.93 "
81074	15144	" $5,670.05 "
81075	6926	" $2,205.51 "
81076	7420	" $1,385.99 "
81077	6187	" $3,872.06 "
81078	3785	" $1,719.43 "
81079	19467	" $9,885.34 "
81080	11412	" $3,543.26 "
81081	18430	" $6,995.58 "
81082	15307	" $7,279.39 "
81083	45516	" $10,516.77 "
81084	11119	" $4,752.73 "
81085	3802	" $2,656.72 "
81086	18269	" $5,786.06 "
81087	7733	" $4,768.08 "
81088	12542	" $2,670.44 "
81089	12110	" $4,809.64 "
81090	13725	" $6,444.66 "
81091	8418	" $2,919.05 "
81092	14665	" $4,965.81 "
81093	10197	" $5,892.17 "
81094	12340	" $3,779.37 "
81095	14932	" $5,228.53 "
81096	32914	" $10,813.80 "
81097	22869	" $8,873.74 "
81098	7635	" $5,449.55 "
81099	13484	" $5,404.97 "
81100	5208	 $855.35 
81101	20748	" $6,198.93 "
81102	32501	" $11,056.56 "
81103	8909	" $3,521.25 "
81104	97048	" $26,755.00 "
81105	17192	" $6,226.20 "
81106	9710	" $4,359.48 "
81107	29423	" $10,141.59 "
81108	3269	" $6,991.44 "
81109	26002	" $7,599.78 "
81110	13779	" $6,146.69 "
81111	15955	" $7,350.61 "
81112	28162	" $8,836.12 "
81113	11816	" $5,002.69 "
81114	10239	" $3,520.69 "
81115	10843	" $4,186.11 "
81116	9784	" $2,961.27 "
81117	7428	-$970.74 
81118	10843	" $5,652.01 "
81119	17726	" $4,838.63 "
81120	18720	" $8,498.17 "
81121	20603	" $9,501.62 "
81122	19886	" $4,539.28 "
81123	23690	" $8,642.31 "
81124	22100	" $6,065.57 "
81125	17446	" $7,751.37 "
81126	12566	" $3,524.11 "
81127	28879	" $8,535.78 "
81128	37458	" $11,228.97 "
81129	19655	" $6,648.82 "
81130	7478	" $4,590.15 "
81131	20831	" $8,554.70 "
81132	13978	" $6,601.17 "
81133	21161	" $5,078.89 "
81134	7831	" $3,002.83 "
81135	20250	" $8,968.58 "
81136	8499	" $4,050.48 "
81137	6203	" $3,184.42 "
81138	41447	" $10,978.00 "
81139	11018	" $6,329.55 "
81140	8592	" $4,796.38 "
81141	7114	" $3,750.17 "
81142	10274	" $6,601.96 "
81143	4643	" $3,157.38 "
81144	9921	" $6,108.33 "
81145	49118	" $13,797.76 "
81146	45389	" $13,507.65 "
81147	99171	" $27,170.97 "
81148	5965	" $4,029.15 "
81149	25833	" $9,256.62 "
81150	26488	" $5,917.20 "
81151	6697	" $4,582.78 "
81152	7137	" $2,835.20 "
81153	14590	" $5,247.09 "
81154	3284	" $3,099.43 "
81155	26101	" $10,560.72 "
81156	13117	" $7,345.04 "
81157	2598	 $454.73 
81158	7930	" $5,333.21 "
81159	34588	" $8,387.08 "
81160	30503	" $12,525.76 "
81161	29565	" $9,141.09 "
81162	12969	" $7,721.61 "
81163	25885	" $10,393.73 "
81164	5372	" $5,958.40 "
81165	8635	" $5,773.12 "
81166	18114	" $6,693.24 "
81167	19439	" $10,340.96 "
81168	20813	" $8,335.60 "
81169	7484	" $4,961.12 "
81170	14810	" $6,962.11 "
81171	9876	" $6,781.05 "
81172	37500	" $12,391.52 "
81173	3482	" $2,846.30 "
81174	21718	" $6,778.21 "
81175	54668	" $18,778.07 "
81176	25068	" $6,535.35 "
81177	27852	" $11,131.28 "
81178	9929	" $4,868.72 "
81179	2429	" $2,220.83 "
81180	55023	" $14,226.67 "
81181	16671	" $7,208.24 "
81182	8465	" $4,279.40 "
81183	6044	" $4,158.13 "
81184	12048	" $5,249.09 "
81185	22726	" $8,638.79 "
81186	72885	" $20,352.84 "
81187	26442	" $7,879.79 "
81188	8981	" $3,346.69 "
81189	11852	" $2,482.96 "
81190	48718	" $12,393.26 "
81191	10058	" $4,042.25 "
81192	6627	" $3,776.40 "
81193	5850	" $7,459.10 "
81194	27158	" $9,812.43 "
81195	22100	" $9,336.38 "
81196	9256	" $5,343.85 "
81197	7455	" $4,540.68 "
81198	8052	" $4,780.18 "
81199	14548	" $5,308.37 "
81200	19142	" $6,335.05 "
81201	5222	-$444.50 
81202	4233	" $3,739.57 "
81203	10811	" $3,045.60 "
81204	21821	" $5,333.60 "
81205	7921	" $4,389.10 "
81206	10747	" $4,145.15 "
81207	40318	" $11,230.47 "
81208	24023	" $7,237.48 "
81209	32315	" $11,040.01 "
81210	7739	" $4,428.28 "
81211	3488	" $4,036.24 "
81212	28121	" $8,715.08 "
81213	7369	" $4,361.47 "
81214	47977	" $12,032.21 "
81215	22797	" $7,096.49 "
81216	15284	" $5,458.59 "
81217	9931	" $6,831.37 "
81218	11698	" $6,132.48 "
81219	3477	" $2,562.52 "
81220	15104	" $5,761.21 "
81221	11408	" $6,752.69 "
81222	13578	" $6,599.30 "
81223	15160	" $3,735.74 "
81224	3617	-$910.93 
81225	4219	" $1,340.50 "
81226	59092	" $17,554.76 "
81227	8898	" $6,869.41 "
81228	7720	" $1,506.36 "
81229	3359	" $6,342.21 "
81230	15892	" $4,722.92 "
81231	85492	" $23,559.40 "
81232	6112	" $4,431.47 "
81233	13629	" $3,646.46 "
81234	4178	" $3,005.00 "
81235	9953	" $3,452.53 "
81236	51239	" $16,515.66 "
81237	14429	" $6,397.46 "
81238	14146	" $7,493.45 "
81239	52759	" $14,134.66 "
81240	21560	" $6,460.83 "
81241	12966	" $4,654.01 "
81242	11076	" $5,140.92 "
81243	11025	" $2,547.72 "
81244	6700	" $5,511.30 "
81245	4611	" $3,852.67 "
81246	21853	" $6,268.58 "
81247	12150	" $5,666.87 "
81248	7374	" $5,093.50 "
81249	2385	" $1,556.29 "
81250	4499	" $3,133.67 "
81251	9211	" $5,665.75 "
81252	13095	" $7,416.73 "
81253	6465	-$519.59 
81254	6040	" $6,610.26 "
81255	3377	" $3,372.09 "
81256	14393	" $4,397.74 "
81257	27376	" $10,019.11 "
81258	16028	" $7,343.71 "
81259	27969	" $7,860.72 "
81260	4606	" $2,009.22 "
81261	24193	" $9,524.91 "
81262	11794	" $3,737.57 "
81263	14582	" $6,962.35 "
81264	76525	" $20,825.57 "
81265	4840	" $4,121.20 "
81266	6222	" $3,452.33 "
81267	24336	" $6,840.66 "
81268	35255	" $8,332.66 "
81269	22741	" $8,142.67 "
81270	7747	" $2,484.02 "
81271	2410	" $2,914.07 "
81272	41992	" $12,658.21 "
81273	13127	" $4,309.71 "
81274	5715	" $4,223.90 "
81275	10486	" $4,743.28 "
81276	5984	" $1,995.21 "
81277	14858	" $5,090.97 "
81278	10051	" $2,318.63 "
81279	18954	" $4,092.01 "
81280	2588	"-$1,869.65 "
81281	10956	" $3,921.43 "
81282	6992	" $4,178.54 "
81283	23410	" $9,823.66 "
81284	5821	" $3,657.36 "
81285	4395	" $3,341.23 "
81286	8261	" $3,215.38 "
81287	2426	 $896.66 
81288	7267	" $3,446.19 "
81289	9604	" $2,062.46 "
81290	74956	" $19,680.69 "
81291	12798	" $4,427.49 "
81292	7911	" $4,540.38 "
81293	5328	" $5,887.60 "
81294	83333	" $22,365.30 "
81295	28387	" $9,576.49 "
81296	25589	" $5,313.63 "
81297	4970	" $2,062.93 "
81298	4812	" $4,007.64 "
81299	4446	" $3,155.31 "
81300	25819	" $4,477.23 "
81301	4827	" $3,208.33 "
81302	40622	" $12,415.47 "
81303	18800	" $6,507.88 "
81304	33796	" $10,687.80 "
81305	13672	" $4,002.13 "
81306	30741	" $8,158.09 "
81307	9762	" $4,407.87 "
81308	3708	" $2,515.76 "
81309	21133	" $6,565.52 "
81310	9108	" $8,456.89 "
81311	33031	" $12,424.53 "
81312	5961	" $2,801.64 "
81313	13443	" $4,698.88 "
81314	20691	" $8,173.25 "
81315	9378	" $3,097.99 "
81316	9875	" $7,040.30 "
81317	7917	" $1,583.58 "
81318	9572	" $4,344.37 "
81319	28131	" $8,078.15 "
81320	7861	" $5,621.30 "
81321	4510	" $3,592.87 "
81322	3744	" $2,831.40 "
81323	6351	" $5,109.55 "
81324	6862	" $4,624.28 "
81325	18819	" $7,658.18 "
81326	55730	" $14,015.23 "
81327	17370	" $5,941.30 "
81328	13052	" $5,669.17 "
81329	21276	" $7,866.45 "
81330	11781	" $4,665.47 "
81331	7134	" $2,933.64 "
81332	13213	" $4,729.88 "
81333	12422	" $4,816.01 "
81334	25333	" $9,021.78 "
81335	6315	" $3,527.11 "
81336	13297	" $3,510.95 "
81337	22040	" $9,217.13 "
81338	3125	" $3,821.89 "
81339	20943	" $6,076.80 "
81340	16989	" $4,475.50 "
81341	10885	" $3,473.61 "
81342	6907	" $4,615.29 "
81343	45157	" $10,920.66 "
81344	7967	" $2,245.48 "
81345	12610	" $4,766.74 "
81346	5446	" $3,796.84 "
81347	13857	" $6,790.10 "
81348	6759	" $4,162.53 "
81349	5123	" $3,279.87 "
81350	7862	" $3,156.28 "
81351	4543	" $1,891.08 "
81352	6772	" $6,430.31 "
81353	6388	" $2,952.42 "
81354	105727	" $29,391.93 "
81355	19970	" $6,998.68 "
81356	5332	" $4,761.64 "
81357	27391	" $7,084.66 "
81358	20032	" $4,980.20 "
81359	3872	 $776.91 
81360	11705	" $3,748.23 "
81361	7588	" $5,145.30 "
81362	1454	" $3,438.21 "
81363	14567	" $6,348.40 "
81364	25361	" $8,610.10 "
81365	30530	" $8,604.12 "
81366	40144	" $14,548.71 "
81367	18892	" $9,042.52 "
81368	14356	" $5,593.01 "
81369	5625	" $2,377.22 "
81370	2951	" $3,806.56 "
81371	4891	" $3,507.28 "
81372	9275	" $2,661.14 "
81373	49117	" $14,339.15 "
81374	7604	" $5,088.60 "
81375	15710	" $7,052.52 "
81376	10142	" $5,551.39 "
81377	23693	" $11,824.53 "
81378	3847	" $3,482.57 "
81379	13601	" $2,499.58 "
81380	28529	" $8,411.68 "
81381	4223	" $4,396.01 "
81382	951	" $1,338.61 "
81383	12638	" $5,398.90 "
81384	14083	" $6,125.97 "
81385	4699	" $2,369.71 "
81386	10708	" $5,153.99 "
81387	60362	" $16,736.92 "
81388	3185	" $3,816.45 "
81389	11222	" $5,210.04 "
81390	11854	" $5,877.00 "
81391	8814	" $5,317.08 "
81392	6455	" $3,631.06 "
81393	12438	" $6,787.98 "
81394	9207	" $5,255.21 "
81395	13736	" $5,101.57 "
81396	5553	" $3,745.73 "
81397	6568	" $1,787.45 "
81398	14760	" $5,806.74 "
81399	59732	" $14,011.12 "
81400	49859	" $15,367.56 "
81401	19655	" $7,529.30 "
81402	23225	" $6,273.22 "
81403	13127	" $4,149.94 "
81404	9969	" $5,550.55 "
81405	8223	" $2,231.06 "
81406	3485	" $3,830.10 "
81407	13655	" $3,460.67 "
81408	9261	" $4,455.59 "
81409	7710	" $3,399.60 "
81410	14777	" $6,401.07 "
81411	38093	" $12,354.48 "
81412	35255	" $9,883.37 "
81413	12366	" $8,401.71 "
81414	28966	" $10,983.39 "
81415	7885	" $3,580.68 "
81416	10548	" $6,956.67 "
81417	6975	" $4,293.07 "
81418	48504	" $15,132.93 "
81419	7128	" $7,382.77 "
81420	19521	" $6,351.80 "
81421	4357	" $2,878.33 "
81422	9085	" $8,370.43 "
81423	4587	" $5,661.75 "
81424	1920	" $5,501.90 "
81425	47103	" $11,580.77 "
81426	34364	" $12,454.60 "
81427	8482	" $3,636.24 "
81428	6816	" $3,012.72 "
81429	26603	" $5,902.07 "
81430	5084	" $2,322.30 "
81431	19716	" $6,567.01 "
81432	19235	" $9,190.52 "
81433	59027	" $16,432.70 "
81434	31126	" $10,775.94 "
81435	7933	" $3,965.76 "
81436	189742	" $48,624.88 "
81437	67103	" $18,762.15 "
81438	17658	" $7,015.67 "
81439	6939	" $4,700.46 "
81440	2902	" $1,740.28 "
81441	4836	" $3,497.42 "
81442	12257	" $6,436.75 "
81443	1672	" $4,065.91 "
81444	2438	" $2,099.74 "
81445	24795	" $6,694.74 "
81446	18631	" $6,231.37 "
81447	13143	" $8,140.82 "
81448	7137	" $3,651.10 "
81449	45732	" $11,193.76 "
81450	11051	" $6,121.02 "
81451	32642	" $11,257.19 "
81452	45298	" $15,158.41 "
81453	16106	" $9,334.04 "
81454	25627	" $9,438.86 "
81455	3823	" $3,344.00 "
81456	20665	" $8,815.14 "
81457	21294	" $8,234.63 "
81458	9457	" $4,159.60 "
81459	17869	" $8,735.12 "
81460	12345	" $5,234.02 "
81461	27244	" $7,683.18 "
81462	16384	" $4,396.44 "
81463	32788	" $10,510.81 "
81464	12767	" $4,468.37 "
81465	3103	" $2,244.16 "
81466	15922	" $1,905.98 "
81467	9987	" $5,291.15 "
81468	13801	" $5,973.62 "
81469	11486	" $1,972.51 "
81470	4653	" $1,468.62 "
81471	20714	" $6,834.37 "
81472	8374	" $3,002.65 "
81473	46768	" $14,045.07 "
81474	8886	" $7,393.45 "
81475	4571	" $1,195.41 "
81476	19887	" $6,487.56 "
81477	12377	" $5,105.39 "
81478	25122	" $8,064.36 "
81479	21340	" $7,026.31 "
81480	20331	" $8,071.80 "
81481	8593	" $6,575.61 "
81482	27180	" $8,400.19 "
81483	4357	" $1,286.98 "
81484	14758	" $6,098.72 "
81485	3461	" $2,376.89 "
81486	21410	" $6,489.91 "
81487	20058	" $8,411.91 "
81488	9277	" $4,613.30 "
81489	7690	 $581.47 
81490	5420	" $1,872.41 "
81491	7361	" $1,024.75 "
81492	11966	" $5,186.77 "
81493	4531	" $4,255.51 "
81494	22661	" $6,457.56 "
81495	37304	" $9,130.85 "
81496	6418	" $3,696.36 "
81497	17901	" $8,078.92 "
81498	11991	" $4,052.78 "
81499	30620	" $10,752.97 "
81500	27826	" $9,938.60 "
81501	16694	" $6,705.64 "
81502	15627	" $3,874.53 "
81503	65113	" $18,078.99 "
81504	19466	" $8,300.35 "
81505	18397	" $4,582.50 "
81506	5526	" $4,319.67 "
81507	12891	" $4,415.61 "
81508	35571	" $9,338.81 "
81509	5884	" $3,139.55 "
81510	46088	" $11,867.62 "
81511	10619	" $2,392.19 "
81512	5036	" $5,100.53 "
81513	22658	" $8,843.00 "
81514	27179	" $6,648.75 "
81515	32821	" $8,626.76 "
81516	18320	" $6,147.45 "
81517	22927	" $5,558.82 "
81518	9408	" $3,851.02 "
81519	7049	" $5,320.55 "
81520	15141	" $5,258.00 "
81521	8575	" $5,770.33 "
81522	13611	" $5,830.66 "
81523	14559	" $7,384.78 "
81524	15761	" $6,281.97 "
81525	30988	" $11,068.45 "
81526	17363	" $7,357.10 "
81527	6790	" $3,603.81 "
81528	16970	" $6,076.20 "
81529	16832	" $9,357.73 "
81530	11687	" $4,053.85 "
81531	30963	" $10,762.35 "
81532	10379	" $4,117.26 "
81533	26445	" $6,112.38 "
81534	14098	" $4,687.11 "
81535	9045	" $1,634.68 "
81536	9495	" $3,660.17 "
81537	41613	" $13,135.04 "
81538	18589	" $9,323.71 "
81539	61428	" $16,512.16 "
81540	7054	" $1,596.73 "
81541	5432	" $5,191.23 "
81542	22208	" $10,274.16 "
81543	11931	" $4,091.72 "
81544	3690	" $1,403.56 "
81545	11495	" $3,905.47 "
81546	10881	" $3,236.90 "
81547	68177	" $19,324.68 "
81548	48589	" $14,692.11 "
81549	19375	" $8,470.17 "
81550	9860	" $4,407.66 "
81551	41266	" $13,678.67 "
81552	15658	" $4,689.46 "
81553	14913	" $7,413.02 "
81554	8038	" $2,109.46 "
81555	42358	" $12,153.57 "
81556	15198	" $4,530.17 "
81557	4831	" $3,808.44 "
81558	12530	" $3,321.50 "
81559	44204	" $14,371.34 "
81560	2453	" $3,438.49 "
81561	15661	" $4,458.11 "
81562	18825	" $7,308.53 "
81563	11705	" $7,528.39 "
81564	4277	"-$2,048.51 "
81565	1461	" $2,055.02 "
81566	4862	" $1,967.62 "
81567	39465	" $13,316.87 "
81568	78314	" $21,262.27 "
81569	25419	" $7,952.84 "
81570	8922	" $4,913.94 "
81571	4909	" $6,355.69 "
81572	10667	" $3,551.31 "
81573	23257	" $9,933.84 "
81574	7025	" $4,512.38 "
81575	7393	" $3,211.68 "
81576	10010	" $3,773.28 "
81577	20363	" $6,078.65 "
81578	8937	" $2,450.26 "
81579	12445	" $6,200.74 "
81580	17972	" $6,582.57 "
81581	7914	" $6,276.76 "
81582	10463	" $6,285.62 "
81583	12396	" $5,796.70 "
81584	19266	" $7,921.90 "
81585	11740	" $4,618.34 "
81586	13022	" $5,950.87 "
81587	15635	" $7,334.02 "
81588	8863	" $5,086.65 "
81589	26647	" $9,670.11 "
81590	15008	" $5,950.43 "
81591	5795	" $2,695.44 "
81592	37781	" $10,976.77 "
81593	16547	" $7,790.63 "
81594	12978	" $2,795.71 "
81595	44924	" $13,269.96 "
81596	18929	" $7,248.59 "
81597	68034	" $16,518.94 "
81598	23727	" $8,764.60 "
81599	10170	" $7,279.19 "
81600	9983	" $3,751.56 "
81601	22177	" $8,741.04 "
81602	4385	" $3,909.95 "
81603	12000	" $4,811.36 "
81604	51216	" $15,455.74 "
81605	10316	" $4,775.97 "
81606	12343	" $4,152.65 "
81607	8631	" $3,249.52 "
81608	9576	" $3,884.33 "
81609	6058	" $2,541.88 "
81610	9299	" $5,465.43 "
81611	28789	" $10,375.99 "
81612	44658	" $13,238.61 "
81613	17986	" $7,995.59 "
81614	8127	" $4,741.47 "
81615	5454	" $3,071.42 "
81616	5201	" $5,606.85 "
81617	47743	" $14,709.26 "
81618	39317	" $10,132.42 "
81619	10681	" $1,984.96 "
81620	8645	" $6,383.61 "
81621	3239	" $4,059.92 "
81622	15577	" $4,083.78 "
81623	12978	" $5,710.28 "
81624	32379	" $12,031.35 "
81625	13105	" $5,254.40 "
81626	17962	" $4,139.43 "
81627	51123	" $15,782.26 "
81628	7881	" $6,066.64 "
81629	11222	" $6,002.43 "
81630	15352	" $7,118.42 "
81631	13423	" $3,185.75 "
81632	9632	" $4,671.11 "
81633	9099	" $3,160.58 "
81634	20749	" $7,006.89 "
81635	14695	" $6,218.83 "
81636	47471	" $12,299.62 "
81637	18705	" $6,026.34 "
81638	14394	" $5,330.48 "
81639	11347	" $6,497.21 "
81640	11828	" $4,115.84 "
81641	5459	" $2,203.58 "
81642	16874	" $8,740.17 "
81643	33326	" $10,066.71 "
81644	28586	" $9,337.18 "
81645	3281	" $2,463.96 "
81646	5694	" $2,957.49 "
81647	23819	" $7,472.38 "
81648	20079	" $9,237.91 "
81649	14966	" $5,336.55 "
81650	42029	" $12,737.87 "
81651	4012	" $2,349.50 "
81652	24249	" $9,556.87 "
81653	6129	" $3,249.86 "
81654	14658	" $4,467.53 "
81655	43401	" $14,613.83 "
81656	41961	" $11,178.72 "
81657	12814	" $4,538.81 "
81658	53337	" $14,243.73 "
81659	6140	" $5,226.80 "
81660	48727	" $15,292.19 "
81661	40283	" $14,428.45 "
81662	13213	" $6,138.31 "
81663	7736	" $2,387.45 "
81664	131472	" $32,571.91 "
81665	9375	" $4,436.90 "
81666	64427	" $18,105.83 "
81667	46757	" $14,060.23 "
81668	18076	" $4,877.60 "
81669	45127	" $19,031.63 "
81670	7068	" $3,707.15 "
81671	41679	" $12,478.11 "
81672	3885	" $1,401.09 "
81673	7141	" $6,251.62 "
81674	53205	" $13,996.17 "
81675	18019	" $7,085.31 "
81676	7341	" $5,462.85 "
81677	25566	" $8,930.33 "
81678	14818	" $5,490.25 "
81679	15841	" $6,836.63 "
81680	29070	" $8,678.41 "
81681	7646	" $5,184.53 "
81682	49769	" $15,917.10 "
81683	5710	" $2,352.80 "
81684	3583	" $5,322.56 "
81685	6831	" $4,159.04 "
81686	8847	" $4,062.29 "
81687	27042	" $8,092.83 "
81688	11534	" $1,966.01 "
81689	27430	" $8,551.63 "
81690	5482	" $5,935.02 "
81691	41671	" $10,230.23 "
81692	46429	" $14,322.12 "
81693	21766	" $9,771.98 "
81694	23604	" $8,701.77 "
81695	28583	" $11,230.17 "
81696	24701	" $9,508.46 "
81697	23757	" $7,912.60 "
81698	13435	" $4,012.64 "
81699	19090	" $7,605.64 "
81700	4515	" $2,408.16 "
81701	13668	" $2,577.38 "
81702	14475	" $4,372.56 "
81703	4696	 $755.33 
81704	7736	" $5,845.06 "
81705	39665	" $13,528.82 "
81706	50171	" $15,914.47 "
81707	4694	" $2,109.08 "
81708	12270	" $6,658.08 "
81709	6457	" $4,834.16 "
81710	3171	" $4,424.84 "
81711	44674	" $12,862.48 "
81712	13411	" $6,242.73 "
81713	40248	" $12,326.05 "
81714	5463	" $5,607.37 "
81715	16266	" $4,128.21 "
81716	6288	" $1,869.78 "
81717	27542	" $9,536.51 "
81718	12570	" $3,500.77 "
81719	18155	" $6,452.28 "
81720	12750	" $7,723.27 "
81721	67446	" $19,758.13 "
81722	33830	" $10,116.33 "
81723	40283	" $13,244.21 "
81724	40163	" $12,009.12 "
81725	21730	" $7,653.82 "
81726	7046	" $4,209.89 "
81727	125424	" $33,509.04 "
81728	84273	" $22,710.83 "
81729	20860	" $5,137.71 "
81730	9797	" $4,805.39 "
81731	27676	" $8,208.07 "
81732	6026	" $3,856.91 "
81733	26086	" $6,424.96 "
81734	7690	" $4,759.82 "
81735	11600	" $4,843.03 "
81736	8561	" $5,369.59 "
81737	21859	" $7,394.78 "
81738	5474	" $1,970.72 "
81739	27581	" $10,593.24 "
81740	49539	" $13,155.01 "
81741	44302	" $13,665.61 "
81742	12310	" $3,810.71 "
81743	43563	" $11,341.65 "
81744	20248	" $7,779.14 "
81745	4807	" $2,178.18 "
81746	5997	" $5,488.56 "
81747	12432	" $6,087.81 "
81748	27646	" $10,410.52 "
81749	20206	" $6,836.33 "
81750	4550	" $5,882.13 "
81751	17297	" $7,354.92 "
81752	16305	" $5,442.44 "
81753	24812	" $8,940.34 "
81754	8829	" $2,415.55 "
81755	21606	" $9,361.10 "
81756	12203	" $4,588.99 "
81757	11952	" $3,828.50 "
81758	31903	" $9,077.73 "
81759	12592	" $2,883.21 "
81760	14113	" $2,997.51 "
81761	13879	" $5,225.54 "
81762	6935	" $6,331.90 "
81763	17820	" $4,899.76 "
81764	39680	" $13,864.47 "
81765	2778	" $2,890.04 "
81766	26957	" $8,004.83 "
81767	59875	" $16,708.64 "
81768	29652	" $7,697.53 "
81769	10065	" $4,190.84 "
81770	19518	" $4,808.66 "
81771	27391	" $6,825.63 "
81772	38136	" $9,865.36 "
81773	64096	" $17,062.67 "
81774	13193	" $6,569.42 "
81775	13877	" $8,754.13 "
81776	14068	" $5,484.96 "
81777	7634	" $4,747.70 "
81778	17226	" $3,136.89 "
81779	11221	" $1,868.26 "
81780	25539	" $9,746.49 "
81781	3392	" $3,638.38 "
81782	8622	" $4,209.65 "
81783	4521	" $4,763.74 "
81784	9806	" $5,943.63 "
81785	8660	" $5,299.36 "
81786	45175	" $12,567.91 "
81787	4551	" $3,286.06 "
81788	21691	" $7,645.50 "
81789	9290	" $5,173.52 "
81790	5292	" $2,138.58 "
81791	3695	 $884.08 
81792	33439	" $10,742.70 "
81793	30523	" $6,929.80 "
81794	9675	" $1,219.80 "
81795	43342	" $11,928.28 "
81796	17884	" $7,436.51 "
81797	9420	" $5,242.55 "
81798	6150	" $2,453.65 "
81799	15461	" $4,460.62 "
81800	13421	" $4,605.66 "
81801	13503	" $5,686.32 "
81802	18302	" $6,613.74 "
81803	43842	" $13,430.12 "
81804	6847	" $4,576.64 "
81805	9572	" $5,699.99 "
81806	6076	" $4,813.15 "
81807	19578	" $8,644.07 "
81808	7511	" $4,863.68 "
81809	13688	" $6,312.06 "
81810	14204	" $5,843.75 "
81811	16756	" $6,925.23 "
81812	6163	" $4,438.66 "
81813	15469	" $6,106.23 "
81814	7610	" $2,881.34 "
81815	25751	" $7,788.14 "
81816	28683	" $9,226.25 "
81817	16229	" $6,000.73 "
81818	10090	" $3,586.94 "
81819	6565	" $5,029.13 "
81820	15515	" $6,530.57 "
81821	50503	" $13,975.81 "
81822	5160	" $4,835.20 "
81823	17258	" $7,984.00 "
81824	5553	" $1,318.79 "
81825	48931	" $12,205.06 "
81826	26458	" $8,149.89 "
81827	21062	" $8,259.64 "
81828	18978	" $5,371.78 "
81829	6090	" $2,450.46 "
81830	2000	" $1,153.01 "
81831	11914	" $6,541.02 "
